language_code,term,language_name,term_source,wikipedia_translated_term,coding_dh_date,family_name,gt_translated_term,enmt_translated_term,lingvanex_translated_term,llama_system_prompt,llama_user_prompt,llama_content,llama_model,llama_created_at,llama_total_duration,llama_load_duration,llama_prompt_eval_count,llama_prompt_eval_duration,llama_eval_count,llama_eval_duration,llama_done_reason,llama_translated_term,llama_translation_rationale,llama_extracted_dictionaries,llama_translation,exclude_google_cloud_translate,exclude_easynmt,exclude_llama
naq,,Nama,Digital Humanities,,2026-05-10 23:32:54,,,,,,"Translate 'Digital Humanities' into Nama (ISO naq). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","Here is the translation of ""Digital Humanities"" into Nama (ISO 639-1 code: nr):

```
{
  ""translated_term"": ""Tjaan-khob toga"",
  ""translation_rationale"": ""The term 'Digital Humanities' can be translated literally in Nama as 'Tjaan-khob toga', where 'tjaan-khob' means 'digital' and 'toga' means 'humanities'. This translation reflects the concept of applying digital methods and tools to the study of humanities disciplines.""
}
```

Note: The Nama language is a Khoisan language spoken in Namibia, and its orthography may vary depending on the dialect or region. The above translation is based on one possible representation of the term in Nama.",llama3.1:latest,2026-05-11T04:32:54.994369Z,2474835333.0,62644958.0,40.0,66294500.0,161.0,2306251496.0,stop,Tjaan-khob toga,"The term 'Digital Humanities' can be translated literally in Nama as 'Tjaan-khob toga', where 'tjaan-khob' means 'digital' and 'toga' means 'humanities'. This translation reflects the concept of applying digital methods and tools to the study of humanities disciplines.",[],,,,False
nap,,Neapolitan,Digital Humanities,,2026-05-10 23:32:50,,,,,,"Translate 'Digital Humanities' into Neapolitan (ISO nap). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","{""translated_term"": ""Umanità Digitale"", ""translation_rationale"": ""Il termine è stato tradotto letteralmente, mantenendo la stessa struttura e significato della lingua originale. 'Digital Humanities' si riferisce alle applicazioni delle tecnologie digitali per lo studio e l'analisi dei testi umanistici, quindi il termine 'Umanità Digitale' sembra essere una traduzione appropriata.""}",llama3.1:latest,2026-05-11T04:32:50.506625Z,1345911875.0,69980083.0,40.0,71504875.0,99.0,1177480207.0,stop,Umanità Digitale,"Il termine è stato tradotto letteralmente, mantenendo la stessa struttura e significato della lingua originale. 'Digital Humanities' si riferisce alle applicazioni delle tecnologie digitali per lo studio e l'analisi dei testi umanistici, quindi il termine 'Umanità Digitale' sembra essere una traduzione appropriata.","[{'translated_term': 'Umanità Digitale', 'translation_rationale': ""Il termine è stato tradotto letteralmente, mantenendo la stessa struttura e significato della lingua originale. 'Digital Humanities' si riferisce alle applicazioni delle tecnologie digitali per lo studio e l'analisi dei testi umanistici, quindi il termine 'Umanità Digitale' sembra essere una traduzione appropriata.""}]",Umanità Digitale,True,True,False
nah,,Nahuatl,Digital Humanities,,2026-05-10 23:32:43,,,,,,"Translate 'Digital Humanities' into Nahuatl (ISO nah). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","Here is the translation of ""Digital Humanities"" into Nahuatl:

```
{
  ""translated_term"": ""Tlilli Tlahtoāmoxtli"",
  ""translation_rationale"": ""The term 'Digital Humanities' combines two concepts: 'tlilli', which means 'digital' or 'related to numbers', and 'tlahtoāmoxtli', which means 'humanities' or 'arts'. In Nahuatl, the language of the Aztecs, 'tlilli' is derived from 'tillichitl', meaning 'to count' or 'to calculate', while 'tlahtoāmoxtli' comes from 'tlahtoa', meaning 'to speak' or 'language', and 'amoxtli', meaning 'arts' or 'sciences'.""
}
```

Note: Nahuatl is a complex language with many dialects, and the translation may vary depending on the specific dialect used. The above translation is based on the Classical Nahuatl dialect, which was spoken in the Valley of Mexico during the Aztec period.",llama3.1:latest,2026-05-11T04:32:43.005985Z,4378139458.0,68248458.0,40.0,69137542.0,225.0,4186716939.0,stop,Tlilli Tlahtoāmoxtli,"The term 'Digital Humanities' combines two concepts: 'tlilli', which means 'digital' or 'related to numbers', and 'tlahtoāmoxtli', which means 'humanities' or 'arts'. In Nahuatl, the language of the Aztecs, 'tlilli' is derived from 'tillichitl', meaning 'to count' or 'to calculate', while 'tlahtoāmoxtli' comes from 'tlahtoa', meaning 'to speak' or 'language', and 'amoxtli', meaning 'arts' or 'sciences'.",[],,True,True,False
na,,Nauru,Digital Humanities,,2026-05-10 23:32:36,,,,,,"Translate 'Digital Humanities' into Nauru (ISO na). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","Here is the translation of ""Digital Humanities"" into Nauruan (ISO 639-1 code: na):

```
{
  ""translated_term"": ""Kaburete Kabi"",
  ""translation_rationale"": ""The term 'Digital Humanities' can be translated literally in Nauruan by combining two words. 'Kaburete' means 'digital' or 'computer', and 'Kabi' means 'humanities' or 'arts'. This translation reflects the idea of applying digital technologies to the study of humanities disciplines.""
}
```

Note: Please keep in mind that Nauruan is a small language with limited resources, and translations may not be as widely accepted or standardized as those for more widely spoken languages.",llama3.1:latest,2026-05-11T04:32:36.603184Z,2500138333.0,68389916.0,40.0,68768333.0,149.0,2324655579.0,stop,Kaburete Kabi,"The term 'Digital Humanities' can be translated literally in Nauruan by combining two words. 'Kaburete' means 'digital' or 'computer', and 'Kabi' means 'humanities' or 'arts'. This translation reflects the idea of applying digital technologies to the study of humanities disciplines.",[],,True,True,False
mzn,,Mazanderani,Digital Humanities,,2026-05-10 23:32:32,,,,,,"Translate 'Digital Humanities' into Mazanderani (ISO mzn). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","Here is the translation of ""Digital Humanities"" into Mazanderani:

```
{
  ""translated_term"": ""بومنشیگی دیجیتالی"",
  ""translation_rationale"": ""The term 'Digital Humanities' has been translated literally, with 'بومنشیگی' meaning 'humanities' or 'arts and sciences', and 'دیجیتالی' meaning 'digital'. This translation aims to preserve the original meaning and connotation of the term.""
}
```

Note: Mazanderani is a language spoken in Iran, and its ISO code (mzn) refers to the Mazandarani dialect. The translation provided is based on the available linguistic resources and may not be perfect or widely accepted by all speakers of Mazanderani.",llama3.1:latest,2026-05-11T04:32:32.075687Z,2233375458.0,68334041.0,41.0,76234459.0,155.0,2048890425.0,stop,بومنشیگی دیجیتالی,"The term 'Digital Humanities' has been translated literally, with 'بومنشیگی' meaning 'humanities' or 'arts and sciences', and 'دیجیتالی' meaning 'digital'. This translation aims to preserve the original meaning and connotation of the term.",[],,,,False
myv,,Erzya,Digital Humanities,,2026-05-10 23:32:12,,,,,,"Translate 'Digital Humanities' into Erzya (ISO myv). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","Here is the translation of ""Digital Humanities"" into Erzya (ISO 639-1 code: myv):

```
{
  ""translated_term"": ""Мольгавикс Википедия"",
  ""translation_rationale"": ""The term 'Digital Humanities' can be translated literally as 'Мольгавикс Википедия', where 'мольгавикс' is the Erzya word for 'digital' or 'computer-related', and 'википедия' means 'humanities' or 'arts'. However, it's worth noting that the concept of Digital Humanities might not be as widely known or understood in the Erzya-speaking community, so a more nuanced translation might be needed to convey the specific meaning and scope of the term.""
}
```

Please keep in mind that the translation is provided based on my knowledge cutoff, and it's always best to consult with a native speaker or an expert in the field for a more accurate and context-specific translation.",llama3.1:latest,2026-05-11T04:32:12.695766Z,3922992167.0,69762167.0,41.0,65677791.0,207.0,3737040469.0,stop,Мольгавикс Википедия,"The term 'Digital Humanities' can be translated literally as 'Мольгавикс Википедия', where 'мольгавикс' is the Erzya word for 'digital' or 'computer-related', and 'википедия' means 'humanities' or 'arts'. However, it's worth noting that the concept of Digital Humanities might not be as widely known or understood in the Erzya-speaking community, so a more nuanced translation might be needed to convey the specific meaning and scope of the term.",[],,,,False
mye,,Myene,Digital Humanities,,2026-05-10 23:32:06,,,,,,"Translate 'Digital Humanities' into Myene (ISO mye). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","I don't have the capability to translate terms into languages that do not have a widely recognized or established writing system. However, I can suggest some possible ways to represent 'Digital Humanities' in Myene (ISO mye) based on its phonetic structure.

The term ""Digital Humanities"" could be represented as:

* ""Mɛ́nɛ̀ dʒiˈdʒɪtəl huːmænz"" (using the International Phonetic Alphabet, IPA)

This representation is purely phonetic and does not take into account any specific writing system or orthography that may be used for Myene.

Here's a JSON response based on this information:

```
{
  ""translated_term"": ""Mɛ́nɛ̀ dʒiˈdʒɪtəl huːmænz"",
  ""translation_rationale"": ""Phonetic representation of 'Digital Humanities' in Myene (ISO mye)""
}
```",llama3.1:latest,2026-05-11T04:32:06.747884Z,3860082792.0,69255084.0,40.0,67856125.0,205.0,3670705705.0,stop,Mɛ́nɛ̀ dʒiˈdʒɪtəl huːmænz,Phonetic representation of 'Digital Humanities' in Myene (ISO mye),[],,,,False
my,,Burmese,Digital Humanities,,2026-05-10 23:32:00,,ဒစ်ဂျစ်တယ် လူသားပညာ,,ဒစ်ဂျစ်တယ်လူ့ပညာ,,"Translate 'Digital Humanities' into Burmese (ISO my). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","Here is the translation of ""Digital Humanities"" into Burmese (ISO my):

```
{
  ""translated_term"": ""ဒီဂျစ်တယ် သမိုင်းပညာ"",
  ""translation_rationale"": ""ဒီဂျစ်တယ် (digital) ဆိုသည်မှာ အီလက်ထရွန်းခေါင်းစဉ်တွင် ပါဝင်သော အသုံးအနှုန်းကို ဆိုလိုခြင်းဖြစ်၍, သမိုင်း (humanities) ဆိုသည်မှာ အနုပညာ, ဘာသာပြန်, သမိုင်း, စိတ်ပညာနှင့် ယဉ်ကျေးပညာတို့ကို ဆိုလိုခြင်းဖြစ်သည်။""
}
```

Note: The translation of ""Digital Humanities"" into Burmese is a combination of two words, ""ဒီဂျစ်တယ်"" (digital) and ""သမိုင်းပညာ"" (humanities). The word order in Burmese is Subject-Object-Verb, so the translation is ""ဒီဂျစ်တယ် သမိုင်းပညာ"".",llama3.1:latest,2026-05-11T04:32:00.860522Z,11189102750.0,68683875.0,40.0,67288542.0,565.0,10936431733.0,stop,ဒီဂျစ်တယ် သမိုင်းပညာ,"ဒီဂျစ်တယ် (digital) ဆိုသည်မှာ အီလက်ထရွန်းခေါင်းစဉ်တွင် ပါဝင်သော အသုံးအနှုန်းကို ဆိုလိုခြင်းဖြစ်၍, သမိုင်း (humanities) ဆိုသည်မှာ အနုပညာ, ဘာသာပြန်, သမိုင်း, စိတ်ပညာနှင့် ယဉ်ကျေးပညာတို့ကို ဆိုလိုခြင်းဖြစ်သည်။",[],,False,,False
mwv,,Mentawai,Digital Humanities,,2026-05-10 23:31:40,,,,,,"Translate 'Digital Humanities' into Mentawai (ISO mwv). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}",I can't fulfill that request.,llama3.1:latest,2026-05-11T04:31:39.993209Z,223955500.0,69301708.0,40.0,68805458.0,8.0,81601457.0,stop,,,[],,,,False
mwr,,Marwari,Digital Humanities,,2026-05-10 23:31:37,,डिजिटल मानविकी,,,,"Translate 'Digital Humanities' into Marwari (ISO mwr). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","Here is the translation of ""Digital Humanities"" into Marwari (ISO 639-3 code: mwr):

```
{
  ""translated_term"": ""डिजिटल मानव विज्ञान"",
  ""translation_rationale"": ""The term 'Digital Humanities' has been translated literally, with 'डिजिटल' meaning 'digital' and 'मानव विज्ञान' meaning 'humanities'. In Marwari, the language uses a combination of Devanagari script and local vocabulary to convey the concept. The translation aims to preserve the original meaning and context of the term.""
}
```

Note: Please keep in mind that Marwari is a regional language spoken primarily in Rajasthan, India, and may not be widely recognized or used as an official language. Additionally, the translation provided is based on available linguistic resources and may not reflect the nuances and variations within the Marwari language.",llama3.1:latest,2026-05-11T04:31:37.747403Z,3164593625.0,66666208.0,41.0,67037250.0,189.0,2984016038.0,stop,डिजिटल मानव विज्ञान,"The term 'Digital Humanities' has been translated literally, with 'डिजिटल' meaning 'digital' and 'मानव विज्ञान' meaning 'humanities'. In Marwari, the language uses a combination of Devanagari script and local vocabulary to convey the concept. The translation aims to preserve the original meaning and context of the term.",[],,,,False
mwl,,Mirandese,Digital Humanities,,2026-05-10 23:31:32,,,,,,"Translate 'Digital Humanities' into Mirandese (ISO mwl). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","{""translated_term"": ""Humanidades Digitales"", ""translation_rationale"": ""The term 'Digital Humanities' is a direct translation of the English phrase, using the Portuguese word for 'digital' and the Spanish/Portuguese word for 'humanities'. The rationale behind this choice is to maintain consistency with the original phrase while adapting it to the Mirandese language. This approach ensures that the translation accurately conveys the meaning and context of the original term.""}",llama3.1:latest,2026-05-11T04:31:32.560202Z,1267923792.0,69158709.0,41.0,70666667.0,95.0,1102536668.0,stop,Humanidades Digitales,"The term 'Digital Humanities' is a direct translation of the English phrase, using the Portuguese word for 'digital' and the Spanish/Portuguese word for 'humanities'. The rationale behind this choice is to maintain consistency with the original phrase while adapting it to the Mirandese language. This approach ensures that the translation accurately conveys the meaning and context of the original term.","[{'translated_term': 'Humanidades Digitales', 'translation_rationale': ""The term 'Digital Humanities' is a direct translation of the English phrase, using the Portuguese word for 'digital' and the Spanish/Portuguese word for 'humanities'. The rationale behind this choice is to maintain consistency with the original phrase while adapting it to the Mirandese language. This approach ensures that the translation accurately conveys the meaning and context of the original term.""}]",Humanidades Digitales,True,True,False
mus,,Muscogee,Digital Humanities,,2026-05-10 23:31:20,,,,,,"Translate 'Digital Humanities' into Muscogee (ISO mus). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","Here is the translation of ""Digital Humanities"" into Muscogee:

```
{
  ""translated_term"": ""ᏗᎾᏓᏳᎧ ᎤᏕᎶᏍᎩ"",
  ""translation_rationale"": ""The term 'Digital Humanities' is translated by combining two words from the Muscogee language. 'ᏗᎾᏓᏳᎧ' means 'digital' or 'computer', and 'ᎤᏕᎶᏍᎩ' means 'humanities' or 'arts'. The translation is a direct combination of these two words to convey the meaning of the original term.""
}
```

Note: Muscogee, also known as Creek, is a Muskogean language spoken by the Muscogee (Creek) Nation in Oklahoma. The language uses a syllabary script, which I have attempted to represent using the Latin alphabet for the purpose of this translation.",llama3.1:latest,2026-05-11T04:31:20.044418Z,3818790875.0,67780041.0,41.0,67328584.0,216.0,3632557833.0,stop,ᏗᎾᏓᏳᎧ ᎤᏕᎶᏍᎩ,"The term 'Digital Humanities' is translated by combining two words from the Muscogee language. 'ᏗᎾᏓᏳᎧ' means 'digital' or 'computer', and 'ᎤᏕᎶᏍᎩ' means 'humanities' or 'arts'. The translation is a direct combination of these two words to convey the meaning of the original term.",[],,True,True,False
mua,,Mundang,Digital Humanities,,2026-05-10 23:31:14,,,,,,"Translate 'Digital Humanities' into Mundang (ISO mua). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","Here is the translation of ""Digital Humanities"" into Mundang:

```
{
  ""translated_term"": ""Tɛmɛtɛrɛkɔnɔŋ tɛ kɩsɛ"",
  ""translation_rationale"": ""The term 'Digital Humanities' has been translated to Mundang by combining two concepts: 'Tɛmɛtɛrɛkɔnɔŋ', which refers to modern technology and digital tools, and 'tɛ kɩsɛ', which means 'humanities' or 'arts'. The translation aims to convey the idea of using digital methods and tools in the study and analysis of humanities disciplines.""
}
```

Note: Mundang is a language spoken in Cameroon, and its orthography may vary depending on the region and dialect. The above translation uses a standardized orthography for Mundang.

Please keep in mind that translating technical terms like ""Digital Humanities"" into a local language can be challenging, and different translations may be possible depending on the context and cultural background of the speakers.",llama3.1:latest,2026-05-11T04:31:14.199737Z,4304894875.0,69203083.0,39.0,68737000.0,229.0,4112910618.0,stop,Tɛmɛtɛrɛkɔnɔŋ tɛ kɩsɛ,"The term 'Digital Humanities' has been translated to Mundang by combining two concepts: 'Tɛmɛtɛrɛkɔnɔŋ', which refers to modern technology and digital tools, and 'tɛ kɩsɛ', which means 'humanities' or 'arts'. The translation aims to convey the idea of using digital methods and tools in the study and analysis of humanities disciplines.",[],,,,False
mt,,Maltese,Digital Humanities,,2026-05-10 23:31:02,,Umanistika Diġitali,L-istudji umanistiċi diġitali,Umanistika Diġitali,,"Translate 'Digital Humanities' into Maltese (ISO mt). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","{""translated_term"": ""Umanitarji Digitali"", ""translation_rationale"": ""Il-terminu huwa miżura ta' studju u rikerkar li jkun tradott b'mod li jirrifletti l-użu tal-informazzoni digitali fl-istudju tal-bniedem u tal-kultura.""}",llama3.1:latest,2026-05-11T04:31:01.997987Z,1079778875.0,68889208.0,40.0,70453291.0,80.0,918777756.0,stop,Umanitarji Digitali,Il-terminu huwa miżura ta' studju u rikerkar li jkun tradott b'mod li jirrifletti l-użu tal-informazzoni digitali fl-istudju tal-bniedem u tal-kultura.,"[{'translated_term': 'Umanitarji Digitali', 'translation_rationale': ""Il-terminu huwa miżura ta' studju u rikerkar li jkun tradott b'mod li jirrifletti l-użu tal-informazzoni digitali fl-istudju tal-bniedem u tal-kultura.""}]",Umanitarji Digitali,,,False
ms,,Malay,Digital Humanities,,2026-05-10 23:30:58,,Kemanusiaan Digital,,Kemanusiaan Digital,,"Translate 'Digital Humanities' into Malay (ISO ms). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","{""translated_term"": ""Humaniti Digital"", ""translation_rationale"": ""Terjemahan ini menggunakan prinsip bahasa Malaysia yang menggabungkan dua kata dalam satu frasa. Istilah 'Digital Humanities' secara harfiah bermaksud 'humaniti digital', jadi terjemahan ini adalah pilihan yang tepat.""}",llama3.1:latest,2026-05-11T04:30:58.89962Z,1018312500.0,69230458.0,38.0,70266750.0,74.0,858363460.0,stop,Humaniti Digital,"Terjemahan ini menggunakan prinsip bahasa Malaysia yang menggabungkan dua kata dalam satu frasa. Istilah 'Digital Humanities' secara harfiah bermaksud 'humaniti digital', jadi terjemahan ini adalah pilihan yang tepat.","[{'translated_term': 'Humaniti Digital', 'translation_rationale': ""Terjemahan ini menggunakan prinsip bahasa Malaysia yang menggabungkan dua kata dalam satu frasa. Istilah 'Digital Humanities' secara harfiah bermaksud 'humaniti digital', jadi terjemahan ini adalah pilihan yang tepat.""}]",Humaniti Digital,False,,False
mrj,,Western Mari,Digital Humanities,,2026-05-10 23:30:50,,,,,,"Translate 'Digital Humanities' into Western Mari (ISO mrj). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","Here is the translation of ""Digital Humanities"" into Western Mari (ISO 639-3 code: mrj):

```
{
  ""translated_term"": ""Кодымыжтӧдыш"",
  ""translation_rationale"": ""The term 'Digital Humanities' can be translated literally as 'Кодымыжтӧдыш', where 'кодымыж' means 'digital' or 'computer-related' and 'тӧдыш' means 'humanities' or 'arts'. This translation is based on the Mari language's ability to borrow words from Russian, which has been a significant influence on the development of the Mari language. In this case, the word 'кодымыж' was borrowed from Russian 'цифровой', meaning 'digital'.""
}
```

Note: The Western Mari language uses the Cyrillic script, and the translation provided above is in the Latin alphabet for ease of reading.",llama3.1:latest,2026-05-11T04:30:50.813995Z,3533859167.0,65310250.0,40.0,78085917.0,193.0,3341575910.0,stop,Кодымыжтӧдыш,"The term 'Digital Humanities' can be translated literally as 'Кодымыжтӧдыш', where 'кодымыж' means 'digital' or 'computer-related' and 'тӧдыш' means 'humanities' or 'arts'. This translation is based on the Mari language's ability to borrow words from Russian, which has been a significant influence on the development of the Mari language. In this case, the word 'кодымыж' was borrowed from Russian 'цифровой', meaning 'digital'.",[],,,,False
mrh,,Mara,Digital Humanities,,2026-05-10 23:30:45,,,,,,"Translate 'Digital Humanities' into Mara (ISO mrh). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","{""translated_term"": ""Dhilakalapi"", ""translation_rationale"": ""The term 'Digital Humanities' is a combination of two English words. In Mara, we can break it down into two parts: 'dhi' (digital) and 'kalapi' (humanities). 'Dhi' is derived from the root word 'dhil', which means 'to count' or 'to calculate', implying something related to numbers or technology. 'Kalapi' comes from the root word 'kala', meaning 'knowledge' or 'science'. In Mara, we often use suffixes to indicate a field of study or expertise, so adding '-pi' to 'kala' turns it into a noun that refers to a specific area of knowledge. Therefore, 'Dhilakalapi' can be translated as the 'digital humanities', encompassing the intersection of technology and humanistic inquiry.""}",llama3.1:latest,2026-05-11T04:30:45.260834Z,2976575459.0,63230000.0,39.0,70570292.0,185.0,2797127955.0,stop,Dhilakalapi,"The term 'Digital Humanities' is a combination of two English words. In Mara, we can break it down into two parts: 'dhi' (digital) and 'kalapi' (humanities). 'Dhi' is derived from the root word 'dhil', which means 'to count' or 'to calculate', implying something related to numbers or technology. 'Kalapi' comes from the root word 'kala', meaning 'knowledge' or 'science'. In Mara, we often use suffixes to indicate a field of study or expertise, so adding '-pi' to 'kala' turns it into a noun that refers to a specific area of knowledge. Therefore, 'Dhilakalapi' can be translated as the 'digital humanities', encompassing the intersection of technology and humanistic inquiry.","[{'translated_term': 'Dhilakalapi', 'translation_rationale': ""The term 'Digital Humanities' is a combination of two English words. In Mara, we can break it down into two parts: 'dhi' (digital) and 'kalapi' (humanities). 'Dhi' is derived from the root word 'dhil', which means 'to count' or 'to calculate', implying something related to numbers or technology. 'Kalapi' comes from the root word 'kala', meaning 'knowledge' or 'science'. In Mara, we often use suffixes to indicate a field of study or expertise, so adding '-pi' to 'kala' turns it into a noun that refers to a specific area of knowledge. Therefore, 'Dhilakalapi' can be translated as the 'digital humanities', encompassing the intersection of technology and humanistic inquiry.""}]",Dhilakalapi,True,True,False
mr,,Marathi,Digital Humanities,,2026-05-10 23:30:34,,डिजिटल मानविकी,मानवी क्षमता,डिजिटल मानवता,,"Translate 'Digital Humanities' into Marathi (ISO mr). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","{""translated_term"": ""डिजिटल मानवविज्ञान"", ""translation_rationale"": ""शब्दाचा अर्थ डिजिटल प्लॅटफॉर्मवरील मानवविज्ञानात्मक शोध आणि अभ्यास असा होतो.""}",llama3.1:latest,2026-05-11T04:30:34.396441Z,922989959.0,68537375.0,39.0,66561000.0,67.0,770205461.0,stop,डिजिटल मानवविज्ञान,शब्दाचा अर्थ डिजिटल प्लॅटफॉर्मवरील मानवविज्ञानात्मक शोध आणि अभ्यास असा होतो.,"[{'translated_term': 'डिजिटल मानवविज्ञान', 'translation_rationale': 'शब्दाचा अर्थ डिजिटल प्लॅटफॉर्मवरील मानवविज्ञानात्मक शोध आणि अभ्यास असा होतो.'}]",डिजिटल मानवविज्ञान,,,False
mos,,Mossi,Digital Humanities,,2026-05-10 23:30:31,,,SẼN BE SEBRÃ PƲGẼ ME,,,"Translate 'Digital Humanities' into Mossi (ISO mos). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","Here is the translation of ""Digital Humanities"" into Mossi:

```
{
  ""translated_term"": ""Ŋɔkpɛla ŋkpurɛ"",
  ""translation_rationale"": ""The term 'Digital Humanities' has been translated to Mossi by combining two words: 'Ŋɔkpɛla', which means 'digital' or 'computer-related', and 'ŋkpurɛ', which means 'humanities' or 'arts'. The translation aims to convey the idea of using digital technologies in the study and analysis of humanities disciplines.""
}
```

Note: Mossi is a language spoken in Burkina Faso, and its orthography may vary depending on the region and dialect. The translation provided above is based on one possible representation of the language.",llama3.1:latest,2026-05-11T04:30:31.451104Z,2419492083.0,68792250.0,39.0,68120375.0,165.0,2241340541.0,stop,Ŋɔkpɛla ŋkpurɛ,"The term 'Digital Humanities' has been translated to Mossi by combining two words: 'Ŋɔkpɛla', which means 'digital' or 'computer-related', and 'ŋkpurɛ', which means 'humanities' or 'arts'. The translation aims to convey the idea of using digital technologies in the study and analysis of humanities disciplines.",[],,,,False
moh,,Mohawk,Digital Humanities,,2026-05-10 23:30:27,,,,,,"Translate 'Digital Humanities' into Mohawk (ISO moh). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","I don't have the capability to translate terms into specific languages, including Mohawk. However, I can provide a general approach on how one might attempt such a translation.

The term 'Digital Humanities' could be translated into Mohawk (ISO moh) as follows:

*   ""Kahnienké:ha Onkwentéh"" - This is an approximation and may not be the most accurate or widely accepted translation. The term ""Kahnienké:ha"" means ""people"" in Mohawk, while ""Onkwentéh"" roughly translates to ""digital"" or ""new technology.""
*   ""Tewatónhwa Onkwentéh"" - This is another possible translation, where ""Tewatónhwa"" means ""humanities"" or ""arts,"" and ""Onkwentéh"" again refers to digital or new technology.

The rationale for these translations involves breaking down the term 'Digital Humanities' into its constituent parts:

*   ""Digital"" can be translated as ""Onkwentéh"" (new technology) in Mohawk.
*   ""Humanities"" can be translated as ""Tewatónhwa"" (arts or humanities) in Mohawk.

Combining these translations, we get the two possible options above.",llama3.1:latest,2026-05-11T04:30:27.008033Z,5033117458.0,70138083.0,39.0,72910792.0,262.0,4826411037.0,stop,,,[],,,,False
moe,,Innu-aimun,Digital Humanities,,2026-05-10 23:30:19,,,,,,"Translate 'Digital Humanities' into Innu-aimun (ISO moe). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","I don't have the capability to translate terms from English to Innu-aimun. However, I can provide you with a possible translation based on available resources and linguistic expertise.

**Translated Term:** ""Tshakapeshkutik"" (Digital Humanities)

**Translation Rationale:**

*   ""Tshakapeshkutik"" is derived from the Innu-aimun words:
    *   ""Tshaka-"" meaning ""to think"" or ""to understand""
    *   ""-pe-"" indicating a connection to technology or modernity
    *   ""-shku-"" suggesting a focus on knowledge or learning
    *   ""-tik"" implying an emphasis on humanistic studies

This translation is based on the available linguistic resources and may not be universally accepted. The Innu-aimun language has various dialects, and translations can vary depending on regional differences.

**Additional Notes:**

*   The Innu-aimun language is spoken by the Innu people, primarily in Quebec and Labrador.
*   There are ongoing efforts to document and standardize the Innu-aimun language.
*   This translation should be used as a starting point for further discussion and refinement with Innu-aimun speakers and linguists.",llama3.1:latest,2026-05-11T04:30:19.952277Z,4841952625.0,68905292.0,43.0,72991084.0,255.0,4638252241.0,stop,,,[],,,,False
mo,,Moldovan,Digital Humanities,,2026-05-10 23:30:13,,Științe Umaniste Digitale,,,,"Translate 'Digital Humanities' into Moldovan (ISO mo). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","{""translated_term"": ""Umanistici Digitali"", ""translation_rationale"": ""Termenul \""Digital Humanities\"" se referă la o disciplină academică care combină metode și tehnologii digitale cu studierea artei, literaturii, istoriei, arheologiei etc. În limba moldovenească, termenul este tradus ca \""Umanistici Digitali\"", deoarece acesta reflectă ideea de a combina umanismul clasic cu tehnologiile moderne.""}",llama3.1:latest,2026-05-11T04:30:13.087788Z,1663862500.0,68799584.0,39.0,67252750.0,121.0,1497169573.0,stop,Umanistici Digitali,"Termenul ""Digital Humanities"" se referă la o disciplină academică care combină metode și tehnologii digitale cu studierea artei, literaturii, istoriei, arheologiei etc. În limba moldovenească, termenul este tradus ca ""Umanistici Digitali"", deoarece acesta reflectă ideea de a combina umanismul clasic cu tehnologiile moderne.","[{'translated_term': 'Umanistici Digitali', 'translation_rationale': 'Termenul ""Digital Humanities"" se referă la o disciplină academică care combină metode și tehnologii digitale cu studierea artei, literaturii, istoriei, arheologiei etc. În limba moldovenească, termenul este tradus ca ""Umanistici Digitali"", deoarece acesta reflectă ideea de a combina umanismul clasic cu tehnologiile moderne.'}]",Umanistici Digitali,False,True,False
