error_date,error_url,status_code,term_source,language_code,ollama_translated_term
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,mr,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ml,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,mg,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,la,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,sr,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,lg,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,sw,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,lt,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,be,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,gv,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,th,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,mk,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,sh,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ms,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,mi,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,bo,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,mh,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,ml,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,kl,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,mi,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,et,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ko,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ja,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,hz,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,tl,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,am,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ff,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ky,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,nr,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,nd,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,km,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,oj,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,rw,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,ik,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,kr,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,ga,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ug,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,so,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ks,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ss,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,hu,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,se,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,id,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,sk,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,pa,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,sg,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,es,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ng,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,tw,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,it,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,gn,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ht,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,he,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,uz,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,gd,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,sm,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,mh,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,ja,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,na,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,jv,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,mn,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,rw,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,th,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,ks,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,bo,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,cy,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,tl,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,hz,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ig,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,it,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,ky,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,tn,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,mr,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,kk,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ka,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,kg,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,lv,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,es,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,gn,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,iu,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ee,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,nl,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,fi,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,yo,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,cv,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,dz,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,ms,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,za,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,lv,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,oj,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,to,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,lt,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,co,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,de,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,fr,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,mi,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,bm,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,ne,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,sk,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ks,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,om,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,su,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,sn,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,ky,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ss,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,vi,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,jv,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,vo,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,za,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,bo,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,kr,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ta,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,sd,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,nd,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ve,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,ur,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,ho,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,mn,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,fj,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,gu,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,bs,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,co,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ba,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,ca,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ar,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,gv,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,ha,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,ty,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,sl,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ki,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,tw,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,mh,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,vo,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,sq,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,mn,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,bs,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,ug,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,lu,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,xh,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,vi,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,mg,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,oc,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,gu,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ha,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ce,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,is,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,tn,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ch,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,iu,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,bo,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,bh,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,ia,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,aa,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ny,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,vi,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,uk,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,tg,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,ur,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,am,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,kv,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,ve,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,ng,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,no,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,br,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,ak,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,st,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,az,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,si,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,sc,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,qu,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,xh,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,tr,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,sm,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,eo,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,si,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,zh,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,an,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,ik,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,ig,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,as,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,ga,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,yi,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,mk,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,sn,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,ie,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,ln,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,ae,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,ar,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,el,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,hi,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,hz,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,he,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,nl,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,mk,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,az,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,mt,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,ay,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,so,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,ve,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,cr,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,uz,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,co,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,hr,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,om,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,eo,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,aa,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,dv,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,fo,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,cs,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,pl,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,zh,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,nl,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,as,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,ba,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,en,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,cv,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,bn,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,aa,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,li,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,ab,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,av,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,af,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,rn,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,fy,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,fr,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,sm,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,hr,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,sm,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,nv,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,kv,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,zh-yue,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,ee,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,yi,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,bm,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,no,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,ab,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,hy,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,my,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,ay,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,en,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,qu,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,pa,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,pt,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,da,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,cr,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,kj,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,bn,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,th,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,lg,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,tk,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,uk,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,wa,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,ug,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,sq,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,ur,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,ak,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,cy,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,af,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,wa,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,ml,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,lo,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,sd,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,rm,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,gu,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,ki,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,ja,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,cu,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,kn,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,ia,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,km,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,ie,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,tg,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,om,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,ku,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,fr,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,cu,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,hu,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,pi,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,id,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,fa,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,ff,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,bo,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Humanities,sd,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,ho,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,ig,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,lb,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,iu,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,fi,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,kl,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,cu,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,oj,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,ps,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,ny,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,el,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,tr,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,ht,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,ga,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,ik,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,io,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,ta,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,jv,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,ha,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,ko,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,he,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,hz,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,pt,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,os,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,sw,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,li,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,or,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,ts,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,sv,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,sr,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,bg,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,pl,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,it,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,la,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,ce,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,or,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,lb,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,sr,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,st,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,te,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,su,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,ti,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,no,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,to,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,si,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,ba,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,lg,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,gn,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,ky,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,kv,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,pi,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,kg,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,fa,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,sa,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,ps,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,sl,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,rn,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,rw,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,br,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,ru,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,kj,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,sh,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,fj,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,ks,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,sc,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,sd,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,is,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,ch,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,ru,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,kr,
2025-06-02,ollama.chat - KeyError or ValueError,400,Public History,fi,
2025-06-02,ollama.chat - KeyError or ValueError,400,Computational Social Science,wa,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,pi,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,su,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,eu,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,tk,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,qu,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ts,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,sd,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,sa,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,dz,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ka,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ha,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,sl,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,ca,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,nb,
2025-06-02,ollama.chat - KeyError or ValueError,400,Digital Cultural Heritage,fa,
2025-06-02,ollama.chat - KeyError or ValueError,400,Humanities Data Science,bs,
