language_code,language_name,local_name,iso639_1,iso639_2_t,iso639_2_b,scripts,script_codes,primary_script,primary_script_code,directionality,directionality_wikimedia,modern_language,is_official,n_scripts,in_iso639_1,in_iso639_2,in_wikimedia,is_group_iso639_2,sources,cldr_version,iso639_5_direct,iso639_5_family,family_name,subfamily_name,family_name_reconciled,coding_dh_date_added,coding_dh_date_last_seen,project_language_code,wikimedia_code,bcp47_tag,bcp47_source,bcp47_note,bcp47_is_project_code,service_code_candidates,google_nmt_code,google_nmt_supported,google_translation_llm_code,google_translation_llm_supported,family_name_reconciled_pre_review,family_name_reconciled_reviewed,family_review_source,family_review_notes,family_name_analysis,family_name_analysis_source
eka,Ekajuk,,,eka,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages,Atlantic-Congo,2026-04-22,2026-06-15,eka,,eka,iso639_2_t,,True,eka,,False,,False,Atlantic-Congo,Atlantic-Congo,family_reconciliation_reviewed:iso_glottolog_pair,,Atlantic-Congo,family_analysis_mapping_reviewed.csv
eky,Eastern Kayah,,,,,Kali,Kali,Kali,Kali,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages,Sino-Tibetan languages,2026-04-22,2026-06-15,eky,,eky,language_code,,True,eky,,False,,False,Sino-Tibetan languages,Sino-Tibetan languages,pre_review_reconciled,,Sino-Tibetan languages,family_analysis_mapping_reviewed.csv
el,Greek,Ελληνικά,el,ell,gre,Grek,Grek,Grek,Grek,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,grk,ine,Indo-European languages,Greek languages,Indo-European languages,2026-04-22,2026-06-15,el,el,el,iso639_1,,True,el|ell|gre,el,True,el,True,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
elx,Elamite,,,elx,,,,,,ltr,,True,False,0,False,True,False,False,loc_only,,,,Language isolate,Language isolate,Language isolate,2026-04-22,2026-06-15,elx,,elx,iso639_2_t,,True,elx,,False,,False,Language isolate,Language isolate,pre_review_reconciled,,Language isolate,family_analysis_mapping_reviewed.csv
en,English,English,en,eng,,Latn|Dsrt|Shaw,Latn|Dsrt|Shaw,Latn,Latn,ltr,ltr,True,True,3,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,gem,ine,Indo-European languages,Germanic languages,Indo-European languages,2026-04-22,2026-06-15,en,en,en,iso639_1,,True,en|eng,en,True,en,True,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
enm,Middle English,,,enm,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,gem,ine,Indo-European languages,Germanic languages,Indo-European languages,2026-04-22,2026-06-15,enm,,enm,iso639_2_t,,True,enm,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
eo,Esperanto,Esperanto,eo,epo,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,art,art,Artificial languages,Artificial languages,Artificial languages,2026-04-22,2026-06-15,eo,eo,eo,iso639_1,,True,epo|eo,eo,True,,False,Artificial languages,Artificial languages,pre_review_reconciled,,Artificial languages,family_analysis_mapping_reviewed.csv
es,Spanish,Español,es,spa,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,roa,ine,Indo-European languages,Romance languages,Indo-European languages,2026-04-22,2026-06-15,es,es,es,iso639_1,,True,spa|es,es,True,es,True,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
esu,Central Yupik,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,esx,esx,Eskimo-Aleut languages,Eskimo-Aleut languages,Eskimo-Aleut languages,2026-04-22,2026-06-15,esu,,esu,language_code,,True,esu,,False,,False,Eskimo-Aleut languages,Eskimo-Aleut languages,pre_review_reconciled,,Eskimo-Aleut languages,family_analysis_mapping_reviewed.csv
et,Estonian,Eesti,et,est,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,fiu,urj,Uralic languages,Finno-Ugrian languages,Uralic languages,2026-04-22,2026-06-15,et,et,et,iso639_1,,True,est|et,et,True,et,True,Uralic languages,Uralic languages,pre_review_reconciled,,Uralic languages,family_analysis_mapping_reviewed.csv
ett,Etruscan,,,,,Ital|Latn,Ital|Latn,Ital,Ital,rtl,,True,False,2,False,False,False,False,cldr,48.2.0,,,Language isolate,Language isolate,Language isolate,2026-04-22,2026-06-15,ett,,ett,language_code,,True,ett,,False,,False,Language isolate,Language isolate,pre_review_reconciled,,Language isolate,family_analysis_mapping_reviewed.csv
eu,Basque,Euskara,eu,eus,baq,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,euq,euq,Basque languages,Basque languages,Basque languages,2026-04-22,2026-06-15,eu,eu,eu,iso639_1,,True,baq|eus|eu,eu,True,eu,True,Basque languages,Basque languages,pre_review_reconciled,,Basque languages,family_analysis_mapping_reviewed.csv
evn,Evenki,,,,,Cyrl,Cyrl,Cyrl,Cyrl,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,tut,tut,Altaic languages,Altaic languages,Tungusic,2026-04-22,2026-06-15,evn,,evn,language_code,,True,evn,,False,,False,Tungusic,Tungusic,family_reconciliation_reviewed:iso_glottolog_pair,,Tungusic,family_analysis_mapping_reviewed.csv
ewo,Ewondo,,,ewo,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages,Atlantic-Congo,2026-04-22,2026-06-15,ewo,,ewo,iso639_2_t,,True,ewo,,False,,False,Atlantic-Congo,Atlantic-Congo,family_reconciliation_reviewed:iso_glottolog_pair,,Atlantic-Congo,family_analysis_mapping_reviewed.csv
ext,Extremaduran,Estremeñu,,,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,False,False,True,False,cldr|wikimedia,48.2.0,roa,ine,Indo-European languages,Romance languages,Indo-European languages,2026-04-22,2026-06-15,ext,ext,ext,language_code,,True,ext,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
fa,Persian,فارسی,fa,fas,per,Arab,Arab,Arab,Arab,rtl,rtl,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,ira,ine,Indo-European languages,Iranian languages,Indo-European languages,2026-04-22,2026-06-15,fa,fa,fa,iso639_1,,True,per|fa|fas,fa,True,fa,True,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
fan,Fang,,,fan,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages,Atlantic-Congo,2026-04-22,2026-06-15,fan,,fan,iso639_2_t,,True,fan,,False,,False,Atlantic-Congo,Atlantic-Congo,family_reconciliation_reviewed:iso_glottolog_pair,,Atlantic-Congo,family_analysis_mapping_reviewed.csv
fat,Fanti,,,fat,,,,,,ltr,,True,False,0,False,True,False,False,loc_only,,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages,Niger-Kordofanian languages,2026-04-22,2026-06-15,fat,,fat,iso639_2_t,,True,fat,,False,,False,Niger-Kordofanian languages,Atlantic-Congo,family_reconciliation_reviewed:json_fallback_language,,Atlantic-Congo,family_analysis_mapping_reviewed.csv
ff,Fula,Fulfulde,ff,ful,,Latn|Adlm,Latn|Adlm,Latn,Latn,ltr,ltr,True,False,2,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages,Niger-Kordofanian languages,2026-04-22,2026-06-15,ff,ff,ff,iso639_1,,True,ff|ful,ff,True,,False,Niger-Kordofanian languages,Niger-Kordofanian languages,pre_review_reconciled,,Niger-Kordofanian languages,family_analysis_mapping_reviewed.csv
ffm,Maasina Fulfulde,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages,Atlantic-Congo,2026-04-22,2026-06-15,ffm,,ffm,language_code,,True,ffm,,False,,False,Atlantic-Congo,Atlantic-Congo,family_reconciliation_reviewed:iso_glottolog_pair,,Atlantic-Congo,family_analysis_mapping_reviewed.csv
fi,Finnish,Suomi,fi,fin,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,fiu,urj,Uralic languages,Finno-Ugrian languages,Uralic languages,2026-04-22,2026-06-15,fi,fi,fi,iso639_1,,True,fin|fi,fi,True,fi,True,Uralic languages,Uralic languages,pre_review_reconciled,,Uralic languages,family_analysis_mapping_reviewed.csv
fia,Nobiin,,,,,Arab,Arab,Arab,Arab,rtl,,True,False,1,False,False,False,False,cldr,48.2.0,ssa,ssa,Nilo-Saharan languages,Nilo-Saharan languages,Nubian,2026-04-22,2026-06-15,fia,,fia,language_code,,True,fia,,False,,False,Nubian,Nubian,family_reconciliation_reviewed:iso_glottolog_pair,,Nubian,family_analysis_mapping_reviewed.csv
fil,Filipino,,,fil,,Latn|Tglg,Latn|Tglg,Latn,Latn,ltr,,True,True,2,False,True,False,False,cldr|iso639_2,48.2.0,map,map,Austronesian languages,Austronesian languages,Austronesian languages,2026-04-22,2026-06-15,fil,,fil,iso639_2_t,,True,tgl|tl|fil,tl,True,tl,True,Austronesian languages,Austronesian languages,pre_review_reconciled,,Austronesian languages,family_analysis_mapping_reviewed.csv
fit,Tornedalen Finnish,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,fiu,urj,Uralic languages,Finno-Ugrian languages,Uralic languages,2026-04-22,2026-06-15,fit,,fit,language_code,,True,fit,,False,,False,Uralic languages,Uralic languages,pre_review_reconciled,,Uralic languages,family_analysis_mapping_reviewed.csv
fiu-vro,Võro,Võro,,,,,,,,ltr,ltr,True,False,0,False,False,True,False,wikimedia_only,,fiu,urj,Uralic languages,Finno-Ugrian languages,Uralic languages,2026-04-22,2026-06-15,fiu-vro,fiu-vro,vro,grandfathered_fallback,Wikimedia/legacy code fiu-vro not in language_data IANA snapshot; mapped manually,False,vro|fiu-vro,,False,,False,Uralic languages,Uralic languages,pre_review_reconciled,,Uralic languages,family_analysis_mapping_reviewed.csv
fj,Fijian,Na Vosa Vakaviti,fj,fij,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,map,map,Austronesian languages,Austronesian languages,Austronesian languages,2026-04-22,2026-06-15,fj,fj,fj,iso639_1,,True,fj|fij,fj,True,,False,Austronesian languages,Austronesian languages,pre_review_reconciled,,Austronesian languages,family_analysis_mapping_reviewed.csv
fo,Faroese,Føroyskt,fo,fao,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,gem,ine,Indo-European languages,Germanic languages,Indo-European languages,2026-04-22,2026-06-15,fo,fo,fo,iso639_1,,True,fo|fao,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
fon,Fon,,,fon,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages,Atlantic-Congo,2026-04-22,2026-06-15,fon,,fon,iso639_2_t,,True,fon,,False,,False,Atlantic-Congo,Atlantic-Congo,family_reconciliation_reviewed:iso_glottolog_pair,,Atlantic-Congo,family_analysis_mapping_reviewed.csv
fr,French,Français,fr,fra,fre,Latn|Dupl,Latn|Dupl,Latn,Latn,ltr,ltr,True,True,2,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,roa,ine,Indo-European languages,Romance languages,Indo-European languages,2026-04-22,2026-06-15,fr,fr,fr,iso639_1,,True,fra|fr|fre,fr,True,fr,True,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
frc,Cajun French,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,roa,ine,Indo-European languages,Romance languages,Indo-European languages,2026-04-22,2026-06-15,frc,,frc,language_code,,True,frc,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
frm,Middle French,,,frm,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,gem,ine,Indo-European languages,Germanic languages,Indo-European languages,2026-04-22,2026-06-15,frm,,frm,iso639_2_t,,True,frm,,False,,False,Indo-European languages,Indo-European languages,family_reconciliation_reviewed:json_fallback_language,,Indo-European languages,family_analysis_mapping_reviewed.csv
fro,Old French,,,fro,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,gem,ine,Indo-European languages,Germanic languages,Indo-European languages,2026-04-22,2026-06-15,fro,,fro,iso639_2_t,,True,fro,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
frp,Arpitan,Arpitan / francoprovençal,,,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,False,False,True,False,cldr|wikimedia,48.2.0,roa,ine,Indo-European languages,Romance languages,Indo-European languages,2026-04-22,2026-06-15,frp,frp,frp,language_code,,True,frp,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
frr,Northern Frisian,,,frr,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,gem,ine,Indo-European languages,Germanic languages,Indo-European languages,2026-04-22,2026-06-15,frr,,frr,iso639_2_t,,True,frr,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
frs,Eastern Frisian,,,frs,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,gem,ine,Indo-European languages,Germanic languages,Indo-European languages,2026-04-22,2026-06-15,frs,,frs,iso639_2_t,,True,frs,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
fud,East Futuna,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,map,map,Austronesian languages,Austronesian languages,Austronesian languages,2026-04-22,2026-06-15,fud,,fud,language_code,,True,fud,,False,,False,Austronesian languages,Austronesian languages,pre_review_reconciled,,Austronesian languages,family_analysis_mapping_reviewed.csv
fuq,Central-Eastern Niger Fulfulde,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages,Atlantic-Congo,2026-04-22,2026-06-15,fuq,,fuq,language_code,,True,fuq,,False,,False,Atlantic-Congo,Atlantic-Congo,family_reconciliation_reviewed:iso_glottolog_pair,,Atlantic-Congo,family_analysis_mapping_reviewed.csv
fur,Friulian,Furlan,,fur,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,False,True,True,False,cldr|iso639_2|wikimedia,48.2.0,roa,ine,Indo-European languages,Romance languages,Indo-European languages,2026-04-22,2026-06-15,fur,fur,fur,iso639_2_t,,True,fur,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
fuv,Nigerian Fulfulde,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages,Atlantic-Congo,2026-04-22,2026-06-15,fuv,,fuv,language_code,,True,fuv,,False,,False,Atlantic-Congo,Atlantic-Congo,family_reconciliation_reviewed:iso_glottolog_pair,,Atlantic-Congo,family_analysis_mapping_reviewed.csv
fvr,Fur,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,ssa,ssa,Nilo-Saharan languages,Nilo-Saharan languages,Furan,2026-04-22,2026-06-15,fvr,,fvr,language_code,,True,fvr,,False,,False,Furan,Furan,family_reconciliation_reviewed:iso_glottolog_pair,,Furan,family_analysis_mapping_reviewed.csv
fy,Western Frisian,Frysk,fy,fry,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,gem,ine,Indo-European languages,Germanic languages,Indo-European languages,2026-04-22,2026-06-15,fy,fy,fy,iso639_1,,True,fry|fy,fy,True,fy,True,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
ga,Irish,Gaeilge,ga,gle,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,cel,ine,Indo-European languages,Celtic languages,Indo-European languages,2026-04-22,2026-06-15,ga,ga,ga,iso639_1,,True,ga|gle,ga,True,ga,True,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
gaa,Ga,,,gaa,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages,Atlantic-Congo,2026-04-22,2026-06-15,gaa,,gaa,iso639_2_t,,True,gaa,gaa,True,,False,Atlantic-Congo,Atlantic-Congo,family_reconciliation_reviewed:iso_glottolog_pair,,Atlantic-Congo,family_analysis_mapping_reviewed.csv
gag,Gagauz,,,,,Latn|Cyrl,Latn|Cyrl,Latn,Latn,ltr,,True,False,2,False,False,False,False,cldr,48.2.0,trk,tut,Altaic languages,Turkic languages,Turkic,2026-04-22,2026-06-15,gag,,gag,language_code,,True,gag,,False,,False,Turkic,Turkic,family_reconciliation_reviewed:iso_glottolog_pair,,Turkic,family_analysis_mapping_reviewed.csv
gan,Gan Chinese,贛語,,,,Hans,Hans,Hans,Hans,ltr,ltr,True,False,1,False,False,True,False,cldr|wikimedia,48.2.0,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages,Sino-Tibetan languages,2026-04-22,2026-06-15,gan,gan,gan,language_code,,True,gan|zh-gan,,False,,False,Sino-Tibetan languages,Sino-Tibetan languages,pre_review_reconciled,,Sino-Tibetan languages,family_analysis_mapping_reviewed.csv
gay,Gayo,,,gay,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,map,map,Austronesian languages,Austronesian languages,Austronesian languages,2026-04-22,2026-06-15,gay,,gay,iso639_2_t,,True,gay,,False,,False,Austronesian languages,Austronesian languages,pre_review_reconciled,,Austronesian languages,family_analysis_mapping_reviewed.csv
gba,Gbaya,,,gba,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages,Niger-Kordofanian languages,2026-04-22,2026-06-15,gba,,gba,iso639_2_t,,True,gba,,False,,False,Niger-Kordofanian languages,Atlantic-Congo,family_reconciliation_reviewed:json_fallback_language,,Atlantic-Congo,family_analysis_mapping_reviewed.csv
gbm,Garhwali,गढ़वळी,,,,Deva,Deva,Deva,Deva,ltr,ltr,True,False,1,False,False,True,False,cldr|wikimedia,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages,Indo-European languages,2026-04-22,2026-06-15,gbm,gbm,gbm,language_code,,True,gbm,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
gbz,Zoroastrian Dari,,,,,Arab,Arab,Arab,Arab,rtl,,True,False,1,False,False,False,False,cldr,48.2.0,ira,ine,Indo-European languages,Iranian languages,Indo-European languages,2026-04-22,2026-06-15,gbz,,gbz,language_code,,True,gbz,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
gcr,Guianese Creole French,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,crp,crp,Creoles and pidgins,Creoles and pidgins,Creoles and pidgins,2026-04-22,2026-06-15,gcr,,gcr,language_code,,True,gcr,,False,,False,Creoles and pidgins,Creoles and pidgins,family_reconciliation_reviewed:iso_glottolog_pair,,Creoles and pidgins,family_analysis_mapping_reviewed.csv
gd,Scottish Gaelic,Gàidhlig,gd,gla,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,cel,ine,Indo-European languages,Celtic languages,Indo-European languages,2026-04-22,2026-06-15,gd,gd,gd,iso639_1,,True,gd|gla,gd,True,gd,True,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
gez,Geez,,,gez,,Ethi,Ethi,Ethi,Ethi,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,sem,afa,Afro-Asiatic languages,Semitic languages,Afro-Asiatic languages,2026-04-22,2026-06-15,gez,,gez,iso639_2_t,,True,gez,,False,,False,Afro-Asiatic languages,Afro-Asiatic languages,pre_review_reconciled,,Afro-Asiatic languages,family_analysis_mapping_reviewed.csv
gil,Gilbertese,Taetae ni kiribati,,gil,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,False,True,True,False,cldr|iso639_2|wikimedia,48.2.0,map,map,Austronesian languages,Austronesian languages,Austronesian languages,2026-04-22,2026-06-15,gil,gil,gil,iso639_2_t,,True,gil,,False,,False,Austronesian languages,Austronesian languages,pre_review_reconciled,,Austronesian languages,family_analysis_mapping_reviewed.csv
gjk,Kachi Koli,,,,,Arab,Arab,Arab,Arab,rtl,,True,False,1,False,False,False,False,cldr,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages,Indo-European languages,2026-04-22,2026-06-15,gjk,,gjk,language_code,,True,gjk,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
gju,Gujari,,,,,Arab,Arab,Arab,Arab,rtl,,True,False,1,False,False,False,False,cldr,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages,Indo-European languages,2026-04-22,2026-06-15,gju,,gju,language_code,,True,gju,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
gl,Galician,Galego,gl,glg,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,roa,ine,Indo-European languages,Romance languages,Indo-European languages,2026-04-22,2026-06-15,gl,gl,gl,iso639_1,,True,gl|glg,gl,True,gl,True,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
gld,Nanai,,,,,Cyrl,Cyrl,Cyrl,Cyrl,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,tut,tut,Altaic languages,Altaic languages,Tungusic,2026-04-22,2026-06-15,gld,,gld,language_code,,True,gld,,False,,False,Tungusic,Tungusic,family_reconciliation_reviewed:iso_glottolog_pair,,Tungusic,family_analysis_mapping_reviewed.csv
glk,Gilaki,,,,,Arab,Arab,Arab,Arab,rtl,,True,False,1,False,False,False,False,cldr,48.2.0,ira,ine,Indo-European languages,Iranian languages,Indo-European languages,2026-04-22,2026-06-15,glk,,glk,language_code,,True,glk,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
gmh,Middle High German,,,gmh,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,gem,ine,Indo-European languages,Germanic languages,Indo-European languages,2026-04-22,2026-06-15,gmh,,gmh,iso639_2_t,,True,gmh,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
gmy,Mycenaean Greek,,,,,Linb,Linb,Linb,Linb,rtl,,False,False,1,False,False,False,False,cldr,48.2.0,grk,ine,Indo-European languages,Greek languages,Indo-European languages,2026-05-15,2026-06-15,gmy,,gmy,language_code,,True,gmy,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
gn,Guarani,Avañe'ẽ,gn,grn,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,sai,sai,South American Indian languages,South American Indian languages,South American Indian languages,2026-04-22,2026-06-15,gn,gn,gn,iso639_1,,True,grn|gn,gn,True,gn,True,South American Indian languages,South American Indian languages,pre_review_reconciled,,South American Indian languages,family_analysis_mapping_reviewed.csv
goh,Old High German,,,goh,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,gem,ine,Indo-European languages,Germanic languages,Indo-European languages,2026-04-22,2026-06-15,goh,,goh,iso639_2_t,,True,goh,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
gom,Goan Konkani,,,,,,,,,ltr,,True,False,0,False,False,False,False,cldr_v45,45,inc,ine,Indo-European languages,Indo-Aryan languages,Indo-European languages,2026-04-22,2026-06-15,gom,,gom,language_code,,True,gom,gom,True,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
gon,Gondi,,,gon,,Deva|Telu,Deva|Telu,Deva,Deva,ltr,,True,False,2,False,True,False,False,cldr|iso639_2,48.2.0,dra,dra,Dravidian languages,Dravidian languages,Dravidian languages,2026-04-22,2026-06-15,gon,,gon,iso639_2_t,,True,gon,,False,,False,Dravidian languages,Dravidian languages,pre_review_reconciled,,Dravidian languages,family_analysis_mapping_reviewed.csv
gor,Gorontalo,,,gor,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,map,map,Austronesian languages,Austronesian languages,Austronesian languages,2026-04-22,2026-06-15,gor,,gor,iso639_2_t,,True,gor,,False,,False,Austronesian languages,Austronesian languages,pre_review_reconciled,,Austronesian languages,family_analysis_mapping_reviewed.csv
gos,Gronings,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,gem,ine,Indo-European languages,Germanic languages,Indo-European languages,2026-04-22,2026-06-15,gos,,gos,language_code,,True,gos,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
got,Gothic,gutisk,,got,,Goth,Goth,Goth,Goth,ltr,ltr,False,False,1,False,True,True,False,cldr|iso639_2|wikimedia,48.2.0,gem,ine,Indo-European languages,Germanic languages,Indo-European languages,2026-04-22,2026-06-15,got,got,got,iso639_2_t,,True,got,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
