review_kind,case_id,review_tier,reviewer_decision,reviewer_family_name,reviewer_iso639_5,reviewer_notes,language_code,language_name,sources,iso639_2_t,n_languages,sample_languages,family_name_iso,family_name_glottolog,choice,category,chosen_family_name,rationale,json_iso639_5,json_family_name,raw_family_name,family_name_reconciled,glottolog_family,glottolog_validation_status,glottolog_changed_family,has_cldr_iso6395_hierarchy,coherence_issue,suggested_iso639_5,suggested_family_name,suggestion_confidence,suggestion_reason,json_rationale,analysis_family_name,analysis_mapping_action,analysis_review_status,analysis_mapping_reason,analysis_policy_source
iso_glottolog_pair,pair:41,REFERENCE_ONLY,glottolog,Furan,,,,,,,1,Fur,Nilo-Saharan languages,Furan,glottolog,contested-macrofamily,Furan,"""Nilo-Saharan"" remains a hypothesis without strong genetic evidence; constituent families are independently classified. Furan is more defensible.",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:55,REFERENCE_ONLY,glottolog,Dogon,,,,,,,1,Tomo Kan Dogon,Nilo-Saharan languages,Dogon,glottolog,contested-macrofamily,Dogon,"""Nilo-Saharan"" remains a hypothesis without strong genetic evidence; constituent families are independently classified. Dogon is more defensible.",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:66,REFERENCE_ONLY,glottolog,Central Sudanic,,,,,,,1,Ngambay,Nilo-Saharan languages,Central Sudanic,glottolog,contested-macrofamily,Central Sudanic,"""Nilo-Saharan"" remains a hypothesis without strong genetic evidence; constituent families are independently classified. Central Sudanic is more defensible.",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:46,REFERENCE_ONLY,glottolog,Pama-Nyungan,,,,,,,1,Warlpiri,Australian languages,Pama-Nyungan,glottolog,geographic→linguistic,Pama-Nyungan,"""Australian languages"" in ISO 639-5 is a geographic grouping; the actual family is Pama-Nyungan. Glottolog (Pama-Nyungan) is correct.",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:7,REFERENCE_ONLY,glottolog,Nakh-Daghestanian,,,,,,,8,Avaric; Chechen; Dargwa; Ingush; Lak; Lezghian; Tabassaran; Tsakhur,Caucasian languages,Nakh-Daghestanian,glottolog,geographic→linguistic,Nakh-Daghestanian,"""Caucasian"" is a geographic, not a linguistic, grouping; the actual families are Nakh-Daghestanian, Kartvelian, and Abkhaz-Adyge. Glottolog (Nakh-Daghestanian) is correct.",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:11,REFERENCE_ONLY,glottolog,Abkhaz-Adyge,,,,,,,4,Abaza; Abkhazian; Adyghe; Kabardian,Caucasian languages,Abkhaz-Adyge,glottolog,geographic→linguistic,Abkhaz-Adyge,"""Caucasian"" is a geographic, not a linguistic, grouping; the actual families are Nakh-Daghestanian, Kartvelian, and Abkhaz-Adyge. Glottolog (Abkhaz-Adyge) is correct.",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:17,REFERENCE_ONLY,glottolog,Kartvelian,,,,,,,3,Georgian; Laz; Mingrelian,Caucasian languages,Kartvelian,glottolog,geographic→linguistic,Kartvelian,"""Caucasian"" is a geographic, not a linguistic, grouping; the actual families are Nakh-Daghestanian, Kartvelian, and Abkhaz-Adyge. Glottolog (Kartvelian) is correct.",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:25,REFERENCE_ONLY,glottolog,Mayan,,,,,,,2,Kʼicheʼ; Yucateco,Central American Indian languages,Mayan,glottolog,geographic→linguistic,Mayan,"""Central American Indian languages"" is a geographic grouping in ISO 639-5, not a linguistic family. Glottolog uses the actual family (Mayan).",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:49,REFERENCE_ONLY,glottolog,Chibchan,,,,,,,1,Chibcha,Central American Indian languages,Chibchan,glottolog,geographic→linguistic,Chibchan,"""Central American Indian languages"" is a geographic grouping in ISO 639-5, not a linguistic family. Glottolog uses the actual family (Chibchan).",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:50,REFERENCE_ONLY,glottolog,Misumalpan,,,,,,,1,Cacaopera,Central American Indian languages,Misumalpan,glottolog,geographic→linguistic,Misumalpan,"""Central American Indian languages"" is a geographic grouping in ISO 639-5, not a linguistic family. Glottolog uses the actual family (Misumalpan).",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:51,REFERENCE_ONLY,glottolog,Otomanguean,,,,,,,1,Central Mazahua,Central American Indian languages,Otomanguean,glottolog,geographic→linguistic,Otomanguean,"""Central American Indian languages"" is a geographic grouping in ISO 639-5, not a linguistic family. Glottolog uses the actual family (Otomanguean).",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:2,REFERENCE_ONLY,glottolog,Algic,,,,,,,20,Arapaho; Atikamekw; Central Ojibwa; Cheyenne; Eastern Ojibwa; Innu-aimun; Maliseet-Passamaquoddy; Mi'kmaw; ...,North American Indian languages,Algic,glottolog,geographic→linguistic,Algic,"""North American Indian languages"" is a geographic grouping in ISO 639-5, not a linguistic family. Glottolog uses the actual family (Algic).",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:5,REFERENCE_ONLY,glottolog,Athabaskan-Eyak-Tlingit,,,,,,,12,Chilcotin; Chipewyan; Dogrib; Gwichʼin; Hupa; Navajo; North Slavey; Northern Tutchone; ...,North American Indian languages,Athabaskan-Eyak-Tlingit,glottolog,geographic→linguistic,Athabaskan-Eyak-Tlingit,"""North American Indian languages"" is a geographic grouping in ISO 639-5, not a linguistic family. Glottolog uses the actual family (Athabaskan-Eyak-Tlingit).",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:9,REFERENCE_ONLY,glottolog,Salishan,,,,,,,6,Halkomelem; Lillooet; Lushootseed; Okanagan; Southern Lushootseed; Straits Salish,North American Indian languages,Salishan,glottolog,geographic→linguistic,Salishan,"""North American Indian languages"" is a geographic grouping in ISO 639-5, not a linguistic family. Glottolog uses the actual family (Salishan).",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:10,REFERENCE_ONLY,glottolog,Uto-Aztecan,,,,,,,6,Central Huasteca Nahuatl; Eastern Huasteca Nahuatl; Hopi; Luiseno; Pipil; Western Huasteca Nahuatl,North American Indian languages,Uto-Aztecan,glottolog,geographic→linguistic,Uto-Aztecan,"""North American Indian languages"" is a geographic grouping in ISO 639-5, not a linguistic family. Glottolog uses the actual family (Uto-Aztecan).",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:13,REFERENCE_ONLY,glottolog,Iroquoian,,,,,,,4,Cayuga; Cherokee; Mohawk; Seneca,North American Indian languages,Iroquoian,glottolog,geographic→linguistic,Iroquoian,"""North American Indian languages"" is a geographic grouping in ISO 639-5, not a linguistic family. Glottolog uses the actual family (Iroquoian).",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:14,REFERENCE_ONLY,glottolog,Muskogean,,,,,,,4,Alabama; Chickasaw; Choctaw; Muscogee,North American Indian languages,Muskogean,glottolog,geographic→linguistic,Muskogean,"""North American Indian languages"" is a geographic grouping in ISO 639-5, not a linguistic family. Glottolog uses the actual family (Muskogean).",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:16,REFERENCE_ONLY,glottolog,Siouan,,,,,,,3,Dakota; Lakota; Osage,North American Indian languages,Siouan,glottolog,geographic→linguistic,Siouan,"""North American Indian languages"" is a geographic grouping in ISO 639-5, not a linguistic family. Glottolog uses the actual family (Siouan).",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:27,REFERENCE_ONLY,glottolog,Tsimshian,,,,,,,1,Tsimshian,North American Indian languages,Tsimshian,glottolog,geographic→linguistic,Tsimshian,"""North American Indian languages"" is a geographic grouping in ISO 639-5, not a linguistic family. Glottolog uses the actual family (Tsimshian).",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:35,REFERENCE_ONLY,glottolog,Caddoan,,,,,,,1,Caddo,North American Indian languages,Caddoan,glottolog,geographic→linguistic,Caddoan,"""North American Indian languages"" is a geographic grouping in ISO 639-5, not a linguistic family. Glottolog uses the actual family (Caddoan).",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:36,REFERENCE_ONLY,glottolog,Eskimo-Aleut,,,,,,,1,Kalaallisut,North American Indian languages,Eskimo-Aleut,glottolog,geographic→linguistic,Eskimo-Aleut,"""North American Indian languages"" is a geographic grouping in ISO 639-5, not a linguistic family. Glottolog uses the actual family (Eskimo-Aleut).",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:38,REFERENCE_ONLY,glottolog,Wakashan,,,,,,,1,Kwakʼwala,North American Indian languages,Wakashan,glottolog,geographic→linguistic,Wakashan,"""North American Indian languages"" is a geographic grouping in ISO 639-5, not a linguistic family. Glottolog uses the actual family (Wakashan).",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:18,REFERENCE_ONLY,glottolog,Arawakan,,,,,,,3,Arawak; Tereno; Wayuu,South American Indian languages,Arawakan,glottolog,geographic→linguistic,Arawakan,"""South American Indian languages"" is a geographic grouping in ISO 639-5, not a linguistic family. Glottolog uses the actual family (Arawakan).",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:24,REFERENCE_ONLY,glottolog,Nuclear-Macro-Je,,,,,,,2,Kaingang; Xavánte,South American Indian languages,Nuclear-Macro-Je,glottolog,geographic→linguistic,Nuclear-Macro-Je,"""South American Indian languages"" is a geographic grouping in ISO 639-5, not a linguistic family. Glottolog uses the actual family (Nuclear-Macro-Je).",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:28,REFERENCE_ONLY,glottolog,Cariban,,,,,,,1,Carib,South American Indian languages,Cariban,glottolog,geographic→linguistic,Cariban,"""South American Indian languages"" is a geographic grouping in ISO 639-5, not a linguistic family. Glottolog uses the actual family (Cariban).",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:29,REFERENCE_ONLY,glottolog,Quechuan,,,,,,,1,Chimborazo Highland Quichua,South American Indian languages,Quechuan,glottolog,geographic→linguistic,Quechuan,"""South American Indian languages"" is a geographic grouping in ISO 639-5, not a linguistic family. Glottolog uses the actual family (Quechuan).",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:30,REFERENCE_ONLY,glottolog,Pano-Tacanan,,,,,,,1,Araona,South American Indian languages,Pano-Tacanan,glottolog,geographic→linguistic,Pano-Tacanan,"""South American Indian languages"" is a geographic grouping in ISO 639-5, not a linguistic family. Glottolog uses the actual family (Pano-Tacanan).",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:33,REFERENCE_ONLY,glottolog,Araucanian,,,,,,,1,Mapuche,South American Indian languages,Araucanian,glottolog,geographic→linguistic,Araucanian,"""South American Indian languages"" is a geographic grouping in ISO 639-5, not a linguistic family. Glottolog uses the actual family (Araucanian).",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:67,REFERENCE_ONLY,glottolog,Tupian,,,,,,,1,Nheengatu,South American Indian languages,Tupian,glottolog,geographic→linguistic,Tupian,"""South American Indian languages"" is a geographic grouping in ISO 639-5, not a linguistic family. Glottolog uses the actual family (Tupian).",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:39,REFERENCE_ONLY,ours,Afro-Asiatic languages,,,,,,,1,Wolaytta,Afro-Asiatic languages,Ta-Ne-Omotic,ours,granularity,Afro-Asiatic languages,Ta-Ne-Omotic is a branch within Afro-Asiatic. Our top-level grouping is broader and more useful for downstream aggregation.,,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:64,REFERENCE_ONLY,ours,Albanian languages,,,,,,,1,Gheg Albanian,Albanian languages,Indo-European,ours,granularity,Albanian languages,"""Albanian languages"" represents the sub-branch within Indo-European; ours is more granular and preserves analytic distinction. Both are technically correct.",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:44,REFERENCE_ONLY,ours,Armenian languages,,,,,,,1,Armenian,Armenian languages,Indo-European,ours,granularity,Armenian languages,"""Armenian languages"" represents the sub-branch within Indo-European; ours is more granular and preserves analytic distinction. Both are technically correct.",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:21,REFERENCE_ONLY,ours,Language isolate,,,,,,,2,Northern Haida; Southern Haida,Language isolate,Haida,ours,isolate-naming,Language isolate,"Glottolog catalogs isolates as one-language families with the language name (Haida); our ""Language isolate"" label is more semantically informative.",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:61,REFERENCE_ONLY,ours,Language isolate,,,,,,,1,Ainu,Language isolate,Ainu,ours,isolate-naming,Language isolate,"Glottolog catalogs isolates as one-language families with the language name (Ainu); our ""Language isolate"" label is more semantically informative.",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:62,REFERENCE_ONLY,ours,Language isolate,,,,,,,1,Korean,Language isolate,Koreanic,ours,isolate-naming,Language isolate,"Glottolog catalogs isolates as one-language families with the language name (Koreanic); our ""Language isolate"" label is more semantically informative.",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:43,REFERENCE_ONLY,ours,Altaic languages,,,,,,,1,Old Turkish,Altaic languages,Bookkeeping,ours,metadata,Altaic languages,"Glottolog tags this as a metadata category (""Bookkeeping""), not a real linguistic family. Keep ISO 639-5.",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:47,REFERENCE_ONLY,ours,Austro-Asiatic languages,,,,,,,1,Munda,Austro-Asiatic languages,Bookkeeping,ours,metadata,Austro-Asiatic languages,"Glottolog tags this as a metadata category (""Bookkeeping""), not a real linguistic family. Keep ISO 639-5.",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:53,REFERENCE_ONLY,ours,Creoles and pidgins,,,,,,,1,Hiri Motu,Creoles and pidgins,Pidgin,ours,metadata,Creoles and pidgins,"Glottolog tags this as a metadata category (""Pidgin""), not a real linguistic family. Keep ISO 639-5.",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:54,REFERENCE_ONLY,ours,Indo-European languages,,,,,,,1,Parsi-Dari,Indo-European languages,Bookkeeping,ours,metadata,Indo-European languages,"Glottolog tags this as a metadata category (""Bookkeeping""), not a real linguistic family. Keep ISO 639-5.",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:57,REFERENCE_ONLY,ours,Indo-European languages,,,,,,,1,Tavringer Romani,Indo-European languages,Speech Register,ours,metadata,Indo-European languages,"Glottolog tags this as a metadata category (""Speech Register""), not a real linguistic family. Keep ISO 639-5.",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:58,REFERENCE_ONLY,ours,Indo-European languages,,,,,,,1,Eteocypriot,Indo-European languages,Unclassifiable,ours,metadata,Indo-European languages,"Glottolog tags this as a metadata category (""Unclassifiable""), not a real linguistic family. Keep ISO 639-5.",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:63,REFERENCE_ONLY,ours,Niger-Kordofanian languages,,,,,,,1,N’Ko,Niger-Kordofanian languages,Artificial Language,ours,metadata,Niger-Kordofanian languages,"Glottolog tags this as a metadata category (""Artificial Language""), not a real linguistic family. Keep ISO 639-5.",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:4,REFERENCE_ONLY,ours,Austro-Asiatic languages,,,,,,,13,Eastern Lawa; Ho; Khasi; Khmer; Khmu; Kuy; Mon; Mundari; ...,Austro-Asiatic languages,Austroasiatic,ours,naming-variant,Austro-Asiatic languages,"Identical family, just hyphenation difference. Keep ours for stability across notebooks.",,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:45,REFERENCE_ONLY,glottolog,Afro-Asiatic,,,,,,,1,Samaritan,Artificial languages,Afro-Asiatic,glottolog,single-language-flag,Afro-Asiatic,Single-language disagreement — likely a coding error in one of the two sources. Inspect the specific language to determine which is correct.,,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:48,REFERENCE_ONLY,custom,Creoles and pidgins,,,,,,,1,Bislama,Austronesian languages,Indo-European,custom,single-language-flag,Creoles and pidgins,Single-language disagreement — likely a coding error in one of the two sources. Inspect the specific language to determine which is correct.,,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:42,REFERENCE_ONLY,ours,Indo-European languages,,,,,,,1,Norman,Indo-European languages,Austronesian,ours,single-language-flag,Indo-European languages,Single-language disagreement — likely a coding error in one of the two sources. Inspect the specific language to determine which is correct.,,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:56,REFERENCE_ONLY,glottolog,Dravidian,,,,,,,1,Waddar,Indo-European languages,Dravidian,glottolog,single-language-flag,Dravidian,Single-language disagreement — likely a coding error in one of the two sources. Inspect the specific language to determine which is correct.,,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:59,REFERENCE_ONLY,ours,Indo-European languages,,,,,,,1,Montenegrin,Indo-European languages,Uto-Aztecan,ours,single-language-flag,Indo-European languages,Single-language disagreement — likely a coding error in one of the two sources. Inspect the specific language to determine which is correct.,,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:40,REFERENCE_ONLY,glottolog,Austronesian,,,,,,,1,Bushi,Niger-Kordofanian languages,Austronesian,glottolog,single-language-flag,Austronesian,Single-language disagreement — likely a coding error in one of the two sources. Inspect the specific language to determine which is correct.,,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:32,REFERENCE_ONLY,glottolog,Tai-Kadai,,,,,,,1,Khamti,Sino-Tibetan languages,Tai-Kadai,glottolog,single-language-flag,Tai-Kadai,Single-language disagreement — likely a coding error in one of the two sources. Inspect the specific language to determine which is correct.,,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:34,REFERENCE_ONLY,glottolog,Indo-European,,,,,,,1,Chakma,Sino-Tibetan languages,Indo-European,glottolog,single-language-flag,Indo-European,Single-language disagreement — likely a coding error in one of the two sources. Inspect the specific language to determine which is correct.,,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:37,REFERENCE_ONLY,glottolog,Austroasiatic,,,,,,,1,Samtao,Sino-Tibetan languages,Austroasiatic,glottolog,single-language-flag,Austroasiatic,Single-language disagreement — likely a coding error in one of the two sources. Inspect the specific language to determine which is correct.,,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:3,REFERENCE_ONLY,ours,Creoles and pidgins,,,,,,,15,Guianese Creole French; Jamaican Creole English; Kabuverdianu; Krio; Louisiana Creole; Morisyen; Nigerian Pidgin; Norfolk; ...,Creoles and pidgins,Indo-European,ours,sociolinguistic,Creoles and pidgins,Creoles are technically classifiable by lexifier (often Indo-European) but the sociolinguistic category captures something analytically distinct.,,,,,,,,,,,,,,,,,,,
iso_glottolog_pair,pair:52,REFERENCE_ONLY,ours,Creoles and pidgins,,,,,,,1,Chinook Jargon,Creoles and pidgins,Chinookan,ours,sociolinguistic,Creoles and pidgins,Creoles are technically classifiable by lexifier (often Indo-European) but the sociolinguistic category captures something analytically distinct.,,,,,,,,,,,,,,,,,,,
json_fallback_language,json:abq,REFERENCE_ONLY,,,,,abq,Abaza,cldr,,,,,,,,,,ccn,Caucasian languages,Caucasian languages,Abkhaz-Adyge,Abkhaz-Adyge,Glottolog reclassified,True,True,,,,,,Northwest Caucasian language of Karachay-Cherkessia. ISO 639-5: ccn.,Abkhaz-Adyge,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:ady,REFERENCE_ONLY,,,,,ady,Adyghe,cldr|iso639_2,ady,,,,,,,,,ccn,Caucasian languages,Caucasian languages,Abkhaz-Adyge,Abkhaz-Adyge,Glottolog reclassified,True,True,,,,,,Northwest Caucasian language of the Western Circassian group. ISO 639-5: ccn.,Abkhaz-Adyge,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:kbd,REFERENCE_ONLY,,,,,kbd,Kabardian,cldr|iso639_2,kbd,,,,,,,,,ccn,Caucasian languages,Caucasian languages,Abkhaz-Adyge,Abkhaz-Adyge,Glottolog reclassified,True,True,,,,,,Northwest Caucasian (East Circassian) language. ISO 639-5: ccn.,Abkhaz-Adyge,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:smp,REFERENCE_ONLY,,Afro-Asiatic languages,,,smp,Samaritan,cldr,,,,,,,,,,art,Artificial languages,Artificial languages,Afro-Asiatic,Afro-Asiatic,Glottolog reclassified,True,True,,,,,,Not a spoken language per se; Samaritan script tradition. ISO 639-5: art.,Afro-Asiatic languages,normalize_variant,accepted,Normalizes variant spelling to existing label: Afro-Asiatic languages.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:aa,REFERENCE_ONLY,,,,,aa,Afar,cldr|iso639_1|iso639_2|wikimedia,aar,,,,,,,,,cus,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic,Glottolog agreed,False,True,,,,,,"Afar (Qafar af) is a Cushitic Afro-Asiatic language spoken in Djibouti, Ethiopia, and Eritrea. ISO 639-5: cus (Cushitic languages) under afa (Afro-Asiatic languages).",Afro-Asiatic languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:akk,REFERENCE_ONLY,,,,,akk,Akkadian,cldr|iso639_2,akk,,,,,,,,,sem,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic,Glottolog agreed,False,True,,,,,,Extinct East Semitic language of ancient Mesopotamia. ISO 639-5: sem.,Afro-Asiatic languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:arq,REFERENCE_ONLY,,,,,arq,Algerian Arabic,cldr,,,,,,,,,,sem,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic,Glottolog agreed,False,True,,,,,,Maghrebi Arabic variety of Algeria. ISO 639-5: sem.,Afro-Asiatic languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:egy,REFERENCE_ONLY,,,,,egy,Ancient Egyptian,cldr|iso639_2,egy,,,,,,,,,afa,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic,Glottolog agreed,False,True,,,,,,"Afro-Asiatic language of ancient Egypt, unclassified within sub-branch. ISO 639-5: afa.",Afro-Asiatic languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:xna,REFERENCE_ONLY,,,,,xna,Ancient North Arabian,cldr,,,,,,,,,,sem,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic,Glottolog agreed,False,True,,,,,,Extinct North Arabian Semitic language group. ISO 639-5: sem.,Afro-Asiatic languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:aii,REFERENCE_ONLY,,,,,aii,Assyrian Neo-Aramaic,cldr,,,,,,,,,,sem,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic,Glottolog agreed,False,True,,,,,,Semitic language of the Assyrian community. ISO 639-5: sem.,Afro-Asiatic languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:bej,REFERENCE_ONLY,,,,,bej,Beja,cldr|iso639_2,bej,,,,,,,,,cus,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic,Glottolog agreed,False,True,,,,,,Cushitic language of northeast Africa. ISO 639-5: cus.,Afro-Asiatic languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:byn,REFERENCE_ONLY,,,,,byn,Blin,cldr|iso639_2,byn,,,,,,,,,cus,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic,Glottolog agreed,False,True,,,,,,Cushitic (Agaw) language of Eritrea. ISO 639-5: cus.,Afro-Asiatic languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:tzm,REFERENCE_ONLY,,,,,tzm,Central Atlas Tamazight,cldr,,,,,,,,,,ber,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic,Glottolog agreed,False,True,,,,,,Berber language of the central High Atlas. ISO 639-5: ber.,Afro-Asiatic languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:myz,REFERENCE_ONLY,,,,,myz,Classical Mandaic,cldr,,,,,,,,,,sem,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic,Glottolog agreed,False,True,,,,,,Eastern Aramaic Semitic language. ISO 639-5: sem.,Afro-Asiatic languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:syc,REFERENCE_ONLY,,,,,syc,Classical Syriac,loc_only,syc,,,,,,,,,sem,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic,Glottolog agreed,False,True,,,,,,Literary Aramaic Semitic language. ISO 639-5: sem.,Afro-Asiatic languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:cop,REFERENCE_ONLY,,,,,cop,Coptic,cldr|iso639_2,cop,,,,,,,,,afa,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic,Glottolog agreed,False,True,,,,,,Afro-Asiatic language descended from Ancient Egyptian. ISO 639-5: afa.,Afro-Asiatic languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:gez,REFERENCE_ONLY,,,,,gez,Geez,cldr|iso639_2,gez,,,,,,,,,sem,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic,Glottolog agreed,False,True,,,,,,Semitic liturgical language of Ethiopia/Eritrea. ISO 639-5: sem.,Afro-Asiatic languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:apc,REFERENCE_ONLY,,,,,apc,Levantine Arabic,cldr,,,,,,,,,,sem,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic,Glottolog agreed,False,True,,,,,,North Levantine Arabic variety. ISO 639-5: sem.,Afro-Asiatic languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:maf,REFERENCE_ONLY,,,,,maf,Mafa,cldr,,,,,,,,,,cdc,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic,Glottolog agreed,False,True,,,,,,Chadic Afro-Asiatic language of northern Cameroon/Nigeria. ISO 639-5: cdc.,Afro-Asiatic languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
json_fallback_language,json:ary,REFERENCE_ONLY,,,,,ary,Moroccan Arabic,cldr,,,,,,,,,,sem,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic languages,Afro-Asiatic,Glottolog agreed,False,True,,,,,,Maghrebi Arabic variety of Morocco. ISO 639-5: sem.,Afro-Asiatic languages,preserve_reconciled,accepted,Preserves reconciled family label for analysis.,family_analysis_mapping_reviewed.csv
