"language_code","language_name","term_source","enmt_translated_term","term","wikipedia_translated_term","coding_dh_date","exclude_google_cloud_translate","gt_translated_term","exclude_easynmt","family_name"
"ace","Acehnese","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"ain","Ainu","Digital Humanities","","","","2026-04-19 16:24:26","","","","Language isolate"
"bgx","Balkan Gagauz Turkish","Digital Humanities","","","","2026-04-19 16:24:26","","","","Altaic languages"
"ban","Balinese","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"bgc","Haryanvi","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"lki","Laki","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"bgn","Western Balochi","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"byv","Medumba","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"ary","Moroccan Arabic","Digital Humanities","","","","2026-04-19 16:24:26","","","","Afro-Asiatic languages"
"pms","Piedmontese","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","Indo-European languages"
"ase","American Sign Language","Digital Humanities","","","","2026-04-19 16:24:26","","","","Sign languages"
"lun","Lunda","Digital Humanities","Kaanenu Yuma Yikamwekana Kumbidi","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"bez","Bena","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"ewo","Ewondo","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"yo","Yoruba","Digital Humanities","","","","2026-04-19 16:24:26","False","Àwọn Ènìyàn Oní-nọ́ńbà","True","Niger-Kordofanian languages"
"zh-tw","Traditional Chinese","Digital Humanities","","","","2026-04-19 16:24:26","False","數位人文","True","Sino-Tibetan languages"
"pih","Norfolk","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","Creoles and pidgins"
"atj","Atikamekw","Digital Humanities","","","","2026-04-19 16:24:26","","","","North American Indian languages"
"mak","Makasar","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"wa","Walloon","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","Indo-European languages"
"kiu","Kirmanjki","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"wo","Wolof","Digital Humanities","","","","2026-04-19 16:24:26","False","Humanité numérique","True","Niger-Kordofanian languages"
"alt","Southern Altai","Digital Humanities","","","","2026-04-19 16:24:26","","","","Altaic languages"
"ksb","Shambala","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"ltg","Latgalian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"khb","Lü","Digital Humanities","","","","2026-04-19 16:24:26","","","","Tai languages"
"ken","Kenyang","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"lsm","Saamia","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"kwk","Kwakʼwala","Digital Humanities","","","","2026-04-19 16:24:26","","","","North American Indian languages"
"anp","Angika","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"lou","Louisiana Creole","Digital Humanities","","","","2026-04-19 16:24:26","","","","Creoles and pidgins"
"bhi","Bhilali","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"lua","Luba-Lulua","Digital Humanities","Bitupa bia mubidi wa bantu","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"aoz","Uab Meto","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"ars","Najdi Arabic","Digital Humanities","","","","2026-04-19 16:24:26","","","","Afro-Asiatic languages"
"arw","Arawak","Digital Humanities","","","","2026-04-19 16:24:26","","","","South American Indian languages"
"ngl","Lomwe","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"akz","Alabama","Digital Humanities","","","","2026-04-19 16:24:26","","","","North American Indian languages"
"mad","Madurese","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"maf","Mafa","Digital Humanities","","","","2026-04-19 16:24:26","","","","Afro-Asiatic languages"
"kdt","Kuy","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austro-Asiatic languages"
"ts","Tsonga","Digital Humanities","Vutivi Bya Vanhu","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"lui","Luiseno","Digital Humanities","","","","2026-04-19 16:24:26","","","","North American Indian languages"
"kyu","Western Kayah","Digital Humanities","","","","2026-04-19 16:24:26","","","","Sino-Tibetan languages"
"aro","Araona","Digital Humanities","","","","2026-04-19 16:24:26","","","","South American Indian languages"
"agq","Aghem","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"aln","Gheg Albanian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"bas","Basaa","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"kri","Krio","Digital Humanities","","","","2026-04-19 16:24:26","","","","Creoles and pidgins"
"arq","Algerian Arabic","Digital Humanities","","","","2026-04-19 16:24:26","","","","Afro-Asiatic languages"
"men","Mende","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"bft","Balti","Digital Humanities","","","","2026-04-19 16:24:26","","","","Sino-Tibetan languages"
"ve","Venda","Digital Humanities","","","","2026-04-19 16:24:26","False","Vhuthu ha Didzhithala","True","Niger-Kordofanian languages"
"bmq","Bomu","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"ann","Obolo","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"crh","Crimean Tatar","Digital Humanities","","","","2026-04-19 16:24:26","","","","Altaic languages"
"tt","Tatar","Digital Humanities","","","","2026-04-19 16:24:26","False","Цифрлы гуманитар фәннәр","True","Altaic languages"
"cjm","Eastern Cham","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"arn","Mapuche","Digital Humanities","","","","2026-04-19 16:24:26","","","","South American Indian languages"
"te","Telugu","Digital Humanities","","","","2026-04-19 16:24:26","False","డిజిటల్ హ్యుమానిటీస్","True","Dravidian languages"
"bem","Bemba","Digital Humanities","Ukwiba Abantu","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"asa","Asu","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"dak","Dakota","Digital Humanities","","","","2026-04-19 16:24:26","","","","North American Indian languages"
"aeb","Tunisian Arabic","Digital Humanities","","","","2026-04-19 16:24:26","","","","Afro-Asiatic languages"
"sa","Sanskrit (Saṁskṛta)","Digital Humanities","","","","2026-04-19 16:24:26","False","डिजिटल मानविकी","True","Indo-European languages"
"os","Ossetian, Ossetic","Digital Humanities","","","","2026-04-19 16:24:26","False","Нымæцон гуманитарон зонæдтæ","True","Indo-European languages"
"ffm","Maasina Fulfulde","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"fuv","Nigerian Fulfulde","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"ctd","Tedim Chin","Digital Humanities","","","","2026-04-19 16:24:26","","","","Sino-Tibetan languages"
"ty","Tahitian","Digital Humanities","Digital Te mau mea ora o te taata","","","2026-04-19 16:24:26","","","","Austronesian languages"
"tum","Tumbuka","Digital Humanities","","","","2026-04-19 16:24:26","False","Ŵanthu ŵa pa intaneti","True","Niger-Kordofanian languages"
"fan","Fang","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"bvb","Bube","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"abr","Abron","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"luo","Luo","Digital Humanities","Gik Manyiso ni Nyasaye Ok En Ng'at Machalo Nade?","","","2026-04-19 16:24:26","","","","Nilo-Saharan languages"
"bfq","Badaga","Digital Humanities","","","","2026-04-19 16:24:26","","","","Dravidian languages"
"dgr","Dogrib","Digital Humanities","","","","2026-04-19 16:24:26","","","","North American Indian languages"
"ett","Etruscan","Digital Humanities","","","","2026-04-19 16:24:26","","","","Language isolate"
"doi","Dogri","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"yav","Yangben","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"rm","Romansh","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","Indo-European languages"
"chr","Cherokee","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","North American Indian languages"
"roa-rup","Aromanian","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","Indo-European languages"
"ach","Acoli","Digital Humanities","","","","2026-04-19 16:24:26","","","","Nilo-Saharan languages"
"cwd","Woods Cree","Digital Humanities","","","","2026-04-19 16:24:26","","","","North American Indian languages"
"fvr","Fur","Digital Humanities","","","","2026-04-19 16:24:26","","","","Nilo-Saharan languages"
"aii","Assyrian Neo-Aramaic","Digital Humanities","","","","2026-04-19 16:24:26","","","","Afro-Asiatic languages"
"fia","Nobiin","Digital Humanities","","","","2026-04-19 16:24:26","","","","Nilo-Saharan languages"
"apc","Levantine Arabic","Digital Humanities","","","","2026-04-19 16:24:26","","","","Afro-Asiatic languages"
"bzx","Kɛlɛngaxo Bozo","Digital Humanities","","","","2026-04-19 16:24:26","","","","Nilo-Saharan languages"
"enm","Middle English","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"sco","Scots","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","Indo-European languages"
"su","Sundanese","Digital Humanities","","","","2026-04-19 16:24:26","False","Élmu Kamanusaan Digital","True","Austronesian languages"
"car","Carib","Digital Humanities","","","","2026-04-19 16:24:26","","","","South American Indian languages"
"uz_AF","Uzbeki Afghanistan","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","Altaic languages"
"din","Dinka","Digital Humanities","","","","2026-04-19 16:24:26","","","","Nilo-Saharan languages"
"bqv","Koro Wachi","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"brh","Brahui","Digital Humanities","","","","2026-04-19 16:24:26","","","","Dravidian languages"
"mrh","Mara","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","Sino-Tibetan languages"
"bik","Bikol","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"tg","Tajik","Digital Humanities","","","","2026-04-19 16:24:26","False","Гуманитаризми рақамӣ","True","Indo-European languages"
"esu","Central Yupik","Digital Humanities","","","","2026-04-19 16:24:26","","","","Eskimo-Aleut languages"
"war","Waray / Samar-Leyte Visayan","Digital Humanities","","","","2026-04-19 16:24:26","False","Digital nga Katawhan","True","Austronesian languages"
"crs","Seselwa Creole French","Digital Humanities","Fer sir ki zot maryaz i ganny fer","","","2026-04-19 16:24:26","","","","Creoles and pidgins"
"egl","Emilian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"dty","Dotyali","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"akk","Akkadian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Afro-Asiatic languages"
"csw","Swampy Cree","Digital Humanities","","","","2026-04-19 16:24:26","","","","North American Indian languages"
"swg","Swabian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"dzg","Dazaga","Digital Humanities","","","","2026-04-19 16:24:26","","","","Nilo-Saharan languages"
"gor","Gorontalo","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"no","Norwegian","Digital Humanities","","","","2026-04-19 16:24:26","False","Digital humaniora","True","Indo-European languages"
"ksh","Ripuarian","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","Indo-European languages"
"mdt","Mbere","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"eka","Ekajuk","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"kfy","Kumaoni","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"sc","Sardinian","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","Indo-European languages"
"udm","Udmurt","Digital Humanities","","","","2026-04-19 16:24:26","False","Цифровой гуманитарной наукаос","True","Uralic languages"
"bjn","Banjar","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"fuq","Central-Eastern Niger Fulfulde","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"dtp","Central Dusun","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"fro","Old French","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"sd","Sindhi","Digital Humanities","","","","2026-04-19 16:24:26","False","ڊجيٽل هيومنٽيز","True","Indo-European languages"
"se","Northern Sami","Digital Humanities","","","","2026-04-19 16:24:26","False","Digitála humanisttalaš dieđat","True","Uralic languages"
"nds","Low German / Low Saxon","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","Indo-European languages"
"mro","Mru","Digital Humanities","","","","2026-04-19 16:24:26","","","","Sino-Tibetan languages"
"mrd","Western Magar","Digital Humanities","","","","2026-04-19 16:24:26","","","","Sino-Tibetan languages"
"bew","Betawi","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"koi","Komi-Permyak","Digital Humanities","","","","2026-04-19 16:24:26","","","","Uralic languages"
"dng","Dungan","Digital Humanities","","","","2026-04-19 16:24:26","","","","Sino-Tibetan languages"
"jgo","Ngomba","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"bm","Bambara","Digital Humanities","","","","2026-04-19 16:24:26","False","Hadamadenw ka dɔnniya nimɔrɔma","True","Niger-Kordofanian languages"
"kos","Kosraean","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"unr","Mundari","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austro-Asiatic languages"
"syr","Syriac","Digital Humanities","","","","2026-04-19 16:24:26","","","","Afro-Asiatic languages"
"xog","Soga","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"kut","Kutenai","Digital Humanities","","","","2026-04-19 16:24:26","","","","Language isolate"
"ti","Tigrinya","Digital Humanities","ሰብኣዊ ባህርያት","","","2026-04-19 16:24:26","","","","Afro-Asiatic languages"
"vls","West Flemish","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","Indo-European languages"
"tdh","Thulung","Digital Humanities","","","","2026-04-19 16:24:26","","","","Sino-Tibetan languages"
"del","Delaware","Digital Humanities","","","","2026-04-19 16:24:26","","","","North American Indian languages"
"dnj","Dan","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"zh-classical","Classical Chinese","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","Sino-Tibetan languages"
"scn","Sicilian","Digital Humanities","","","","2026-04-19 16:24:26","False","Scienzi umanistichi diggitali","True","Indo-European languages"
"efi","Efik","Digital Humanities","Digital Obio Ubọn̄ Owo","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"tkr","Tsakhur","Digital Humanities","","","","2026-04-19 16:24:26","","","","Caucasian languages"
"dav","Taita","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"jml","Jumli","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"ka","Georgian","Digital Humanities","","","","2026-04-19 16:24:26","False","ციფრული ჰუმანიტარული მეცნიერებები","True","Caucasian languages"
"fat","Fanti","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"gd","Scottish Gaelic","Digital Humanities","","","","2026-04-19 16:24:26","False","Daonnachdan Didseatach","True","Indo-European languages"
"dje","Zarma","Digital Humanities","","","","2026-04-19 16:24:26","","","","Nilo-Saharan languages"
"kok","Konkani","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"khn","Khandesi","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"uga","Ugaritic","Digital Humanities","","","","2026-04-19 16:24:26","","","","Afro-Asiatic languages"
"dar","Dargwa","Digital Humanities","","","","2026-04-19 16:24:26","","","","Caucasian languages"
"ps","Pashto, Pushto","Digital Humanities","","","","2026-04-19 16:24:26","False","ډیجیټل انسانیتونه","True","Indo-European languages"
"za","Zhuang, Chuang","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","Tai languages"
"glk","Gilaki","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"dum","Middle Dutch","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"kl","Kalaallisut","Digital Humanities","","","","2026-04-19 16:24:26","False","Digitalimik inuussutissarsiorneq","True","North American Indian languages"
"lij","Ligurian","Digital Humanities","","","","2026-04-19 16:24:26","False","Sciense umañe digitale","True","Indo-European languages"
"ks","Kashmiri","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","Indo-European languages"
"grb","Grebo","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"jut","Jutish","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"ttj","Tooro","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"swb","Comorian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"kge","Komering","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"tcy","Tulu","Digital Humanities","","","","2026-04-19 16:24:26","","","","Dravidian languages"
"blt","Tai Dam","Digital Humanities","","","","2026-04-19 16:24:26","","","","Tai languages"
"fy","Western Frisian","Digital Humanities","","","","2026-04-19 16:24:26","False","Digitale Humaniora","True","Indo-European languages"
"maz","Central Mazahua","Digital Humanities","","","","2026-04-19 16:24:26","","","","Central American Indian languages"
"qu","Quechua","Digital Humanities","","","","2026-04-19 16:24:26","False","Humanidades Digitales nisqa","True","South American Indian languages"
"kk","Kazakh","Digital Humanities","","","","2026-04-19 16:24:26","False","Сандық гуманитарлық ғылымдар","True","Altaic languages"
"ms","Malay","Digital Humanities","","","","2026-04-19 16:24:26","False","Kemanusiaan Digital","True","Austronesian languages"
"fit","Tornedalen Finnish","Digital Humanities","","","","2026-04-19 16:24:26","","","","Uralic languages"
"jpr","Judeo-Persian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"gos","Gronings","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"shi","Tachelhit","Digital Humanities","","","","2026-04-19 16:24:26","","","","Afro-Asiatic languages"
"syc","Classical Syriac","Digital Humanities","","","","2026-04-19 16:24:26","","","","Afro-Asiatic languages"
"mua","Mundang","Digital Humanities","","","","2026-04-19 16:24:26","","","","Nilo-Saharan languages"
"ee","Ewe","Digital Humanities","Internet Dzi Nu Siwo Gbɔ Míaƒe Ŋutete Ŋu Tsoe","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"nv","Navajo, Navaho","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","North American Indian languages"
"tkt","Kathoriya Tharu","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"mnc","Manchu","Digital Humanities","","","","2026-04-19 16:24:26","","","","Altaic languages"
"swv","Shekhawati","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"prg","Prussian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"njo","Ao Naga","Digital Humanities","","","","2026-04-19 16:24:26","","","","Sino-Tibetan languages"
"gom","Goan Konkani","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"ttm","Northern Tutchone","Digital Humanities","","","","2026-04-19 16:24:26","","","","North American Indian languages"
"zea","Zeelandic","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"ckb","Kurdish (Sorani)","Digital Humanities","","","","2026-04-19 16:24:26","False","زانستە مرۆییە دیجیتاڵییەکان","True","Indo-European languages"
"tbw","Tagbanwa","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"gbz","Zoroastrian Dari","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"zbl","Blissymbols","Digital Humanities","","","","2026-04-19 16:24:26","","","","Artificial languages"
"kaa","Kara-Kalpak","Digital Humanities","","","","2026-04-19 16:24:26","","","","Altaic languages"
"srn","Sranan Tongo","Digital Humanities","","","","2026-04-19 16:24:26","","","","Creoles and pidgins"
"lus","Mizo","Digital Humanities","Mihringte Thil Siama Langtute","","","2026-04-19 16:24:26","","","","Sino-Tibetan languages"
"rif","Riffian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Afro-Asiatic languages"
"hur","Halkomelem","Digital Humanities","","","","2026-04-19 16:24:26","","","","North American Indian languages"
"xpr","Parthian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"tyv","Tuvinian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Altaic languages"
"gez","Geez","Digital Humanities","","","","2026-04-19 16:24:26","","","","Afro-Asiatic languages"
"tzm","Central Atlas Tamazight","Digital Humanities","","","","2026-04-19 16:24:26","","","","Afro-Asiatic languages"
"nij","Ngaju","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"syi","Seki","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"ojg","Eastern Ojibwa","Digital Humanities","","","","2026-04-19 16:24:26","","","","North American Indian languages"
"mde","Maba","Digital Humanities","","","","2026-04-19 16:24:26","","","","Nilo-Saharan languages"
"niu","Niuean","Digital Humanities","Tiaki e Tau Mena he Tagata","","","2026-04-19 16:24:26","","","","Austronesian languages"
"nsk","Naskapi","Digital Humanities","","","","2026-04-19 16:24:26","","","","North American Indian languages"
"wal","Wolaytta","Digital Humanities","","","","2026-04-19 16:24:26","","","","Afro-Asiatic languages"
"yao","Yao","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"gur","Frafra","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"yrk","Nenets","Digital Humanities","","","","2026-04-19 16:24:26","","","","Uralic languages"
"mga","Irish, Middle (900-1200)","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"rap","Rapanui","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"loz","Lozi","Digital Humanities","Litaba za Kwaikale ze Bulezwi Mwa Bibele ka za Litaba za Kwaikale ze Bulezwi Mwa Bibele ka za Bupilo Bwa Batu","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"sah","Yakut","Digital Humanities","","","","2026-04-19 16:24:26","","","","Altaic languages"
"ki","Kikuyu, Gikuyu","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","Niger-Kordofanian languages"
"sms","Skolt Sami","Digital Humanities","","","","2026-04-19 16:24:26","","","","Uralic languages"
"tok","Toki Pona","Digital Humanities","","","","2026-04-19 16:24:26","","","","Artificial languages"
"ojc","Central Ojibwa","Digital Humanities","","","","2026-04-19 16:24:26","","","","North American Indian languages"
"pcm","Nigerian Pidgin","Digital Humanities","","","","2026-04-19 16:24:26","","","","Creoles and pidgins"
"pcd","Picard","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"cr","Cree","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","North American Indian languages"
"yap","Yapese","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"ude","Udihe","Digital Humanities","","","","2026-04-19 16:24:26","","","","Altaic languages"
"gub","Guajajára","Digital Humanities","","","","2026-04-19 16:24:26","","","","South American Indian languages"
"twq","Tasawaq","Digital Humanities","","","","2026-04-19 16:24:26","","","","Nilo-Saharan languages"
"nwc","Classical Newari","Digital Humanities","","","","2026-04-19 16:24:26","","","","Sino-Tibetan languages"
"hmn","Hmong","Digital Humanities","","","","2026-04-19 16:24:26","","","","Hmong-Mien languages"
"rng","Ronga","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"gay","Gayo","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"ky","Kirghiz, Kyrgyz","Digital Humanities","","","","2026-04-19 16:24:26","False","Санариптик гуманитардык илимдер","True","Altaic languages"
"tiv","Tiv","Digital Humanities","Akaa a Uumace Ve Eren Yô","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"luz","Southern Luri","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"hsb","Upper Sorbian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"egy","Ancient Egyptian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Afro-Asiatic languages"
"kao","Xaasongaxango","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"bs","Bosnian","Digital Humanities","","","","2026-04-19 16:24:26","False","Digitalne humanističke nauke","True","Indo-European languages"
"xum","Umbrian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"myx","Masaaba","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"gju","Gujari","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"rwk","Rwa","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"tsg","Tausug","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"kca","Khanty","Digital Humanities","","","","2026-04-19 16:24:26","","","","Uralic languages"
"sdh","Southern Kurdish","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"rn","Kirundi","Digital Humanities","Abantu b’intagondwa","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"vo","Volapük","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","Artificial languages"
"sba","Ngambay","Digital Humanities","","","","2026-04-19 16:24:26","","","","Nilo-Saharan languages"
"tsd","Tsakonian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"lzz","Laz","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","Caucasian languages"
"gcr","Guianese Creole French","Digital Humanities","","","","2026-04-19 16:24:26","","","","Creoles and pidgins"
"tog","Nyasa Tonga","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"pag","Pangasinan","Digital Humanities","Saray Manangiyabawag na Too","","","2026-04-19 16:24:26","","","","Austronesian languages"
"nhe","Eastern Huasteca Nahuatl","Digital Humanities","","","","2026-04-19 16:24:26","","","","North American Indian languages"
"gon","Gondi","Digital Humanities","","","","2026-04-19 16:24:26","","","","Dravidian languages"
"tce","Southern Tutchone","Digital Humanities","","","","2026-04-19 16:24:26","","","","North American Indian languages"
"goh","Old High German","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"kjh","Khakas","Digital Humanities","","","","2026-04-19 16:24:26","","","","Altaic languages"
"sam","Samaritan Aramaic","Digital Humanities","","","","2026-04-19 16:24:26","","","","Afro-Asiatic languages"
"nxq","Naxi","Digital Humanities","","","","2026-04-19 16:24:26","","","","Sino-Tibetan languages"
"ter","Tereno","Digital Humanities","","","","2026-04-19 16:24:26","","","","South American Indian languages"
"nia","Nias","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"mgh","Makhuwa-Meetto","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"hax","Southern Haida","Digital Humanities","","","","2026-04-19 16:24:26","","","","Language isolate"
"fi","Finnish","Digital Humanities","Digitaaliset humanistiset tieteet","","","2026-04-19 16:24:26","","","","Uralic languages"
