language_code,term_source,ollama_translated_term,language_name,ollama_content,ollama_model,ollama_created_at,ollama_total_duration,ollama_load_duration,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_eval_count,ollama_eval_duration,ollama_done_reason,ollama_extracted_dictionaries,ollama_translation,coding_dh_date
ky,Digital Cultural Heritage,Шанатћриптик 	сотсетмемащ мс мучы,"Kirghiz, Kyrgyz","{'translated_term': '\u0428\u0430\u043d\u0430\u0442\u045b\u0440\u0438\u043f\u0442\u0438\u043a \t\u0441\u043e\u0442\u0441\u0435\u0442\u043c\u0435\u043c\u0430\u0449 \u043c\u0441 \u043c\u0443\u0447\u044b', 'translation_rationale': 'The term ""Digital Cultural Heritage"" is translated as """" (shanariatipistik masiyat), which emphasizes the digital aspect of cultural heritage, emphasizing the importance of preserving and presenting the culture through new media. This translation maintains a strong connection to the Kyrgyz language while accurately conveying the concept.'}

Alternative translation: 
{'translated_term': '\u0441\u0430\u043d\u0430\u0442\u045b\u0440\u0438\u043f\u0442\u0438\u043C \t\u043c\u0441 \u043c\u0441 \u043f\u0445\u043b\u0438\u0449\u0430\u0444\u0442 \u043c\u0443\u0447\u044e', 'translation_rationale': This alternative translation uses the word """" (sanariatipistik masiry) instead of ""\u0428\u0430\u043d\u0430\u0442\u045b\u0449\u0438\u043f\u0442\u0438\u043a \t\u0441\u043e\u0442\u0441\u0435\u0444\u0445\u0442 \u043c\u0441"" which is more common in Kyrgyz language. This translation uses the word ""\u0441\u0430\u043d\u0430\u0442\u045b\u0449\u0438\u043f\u0442\u0438\u043a"" (sanaripitiik) which means ""digital"" to convey the digital aspect of cultural heritage.'}

{'translated_term': '\u0428\u0430\u043d\u0430\u0442\u045b\u0440\u0438\u043f\u0442\u0438\u0439 \t\u0441\u043e\u0444\u0443\u0447 \u043c\u0441 \u043c\u0441 \u044c\u0435\u043d\u0438\u0444\u0440\u0430\u0446\u0438', 'translation_rationale': This translation uses the word ""\u0428\u0430\u043d\u0430\u0442\u045b\u0449\u0438\u043f\u0442\u0438\u043a"" (shanariatipitiik) which is more formal and commonly used in Kyrgyz language. The word ""\u0441\u043e\u0444\u0443\u0447 \u043c\u0441"" (soorash mas) means ""preservation of cultural heritage"", conveying the importance of preserving cultural assets.'}",llama3.2,2025-02-27T22:21:54.407265Z,7630552625.0,30982583.0,163.0,94000000.0,646.0,7504000000.0,stop,"[{'translated_term': 'Шанатћриптик \tсотсетмемащ мс мучы', 'translation_rationale': 'The term ""Digital Cultural Heritage"" is translated as """" (shanariatipistik masiyat), which emphasizes the digital aspect of cultural heritage, emphasizing the importance of preserving and presenting the culture through new media. This translation maintains a strong connection to the Kyrgyz language while accurately conveying the concept.'}]",Шанатћриптик 	сотсетмемащ мс мучы,2025-05-31 21:15:56
la,Digital Cultural Heritage,Hereditas Culturalis Digitalis,Latin,"{'translated_term': 'Hereditas Culturalis Digitalis', 
 'translation_rationale': 'The phrase ""Digital Cultural Heritage"" is a combination of two concepts: digital, referring to the digital realm and cultural heritage, referring to intangible aspects of a culture. The Latin term ""Hereditas"" conveys the idea of inheritance or legacy, which suits well with the concept of cultural heritage. Adding the adjective ""Culturalis"" clarifies that it refers specifically to cultural aspects, while ""Digitalis"" emphasizes the digital nature of this heritage.', 
 'alternatives': ['Hereditas Informatica', 'Patrimonium Culturale Digitale']}",llama3.2,2025-05-15T20:01:40.762629Z,1315551458.0,37592750.0,118.0,81167166.0,135.0,1195738167.0,stop,[],,2025-05-31 21:15:56
lb,Digital Cultural Heritage,Digitale Kulturervarwängung,Luxembourgish,"{'translated_term': 'Digitale Kulturervarwängung', 'translation_rationale': 'I translated ""Digital Cultural Heritage"" into Luxembourgish using the word ""Kulturervarwängung"", which is a combination of ""Kultur"" (culture) and ""Verwarwängung"", meaning collection or preservation. Adding the prefix ""Digitale"" to indicate its digital nature, we get ""Digitale Kulturervarwängung"".', 'translation_options': ['Digitale Kulturervarwängung', 'Digitales Kulturerfuerderungsprojekt']}",llama3.2,2025-05-15T20:01:45.200487Z,1148306417.0,37428917.0,120.0,94519625.0,127.0,1015448583.0,stop,"[{'translated_term': 'Digitale Kulturervarwängung', 'translation_rationale': 'I translated ""Digital Cultural Heritage"" into Luxembourgish using the word ""Kulturervarwängung"", which is a combination of ""Kultur"" (culture) and ""Verwarwängung"", meaning collection or preservation. Adding the prefix ""Digitale"" to indicate its digital nature, we get ""Digitale Kulturervarwängung"".', 'translation_options': ['Digitale Kulturervarwängung', 'Digitales Kulturerfuerderungsprojekt']}]",Digitale Kulturervarwängung,2025-05-31 21:15:56
lg,Digital Cultural Heritage,,Luganda,"{'translated_term': 'Obusika bwobujjala bw&#39;obuwangwa obwa digito', 
 'translation_rationale': 'I used the term ""Bujjala"" which means ""digital"" in Luganda, instead of Google Translate's suggestion ""Digito"" to maintain a more culturally sensitive and precise translation. The term ""Obusika bwobuwangwa"" is already present in Luganda language, so I kept it as it is, meaning ""cultural heritage"". The prefix ""bwa-"" is also used to indicate something related to or characteristic of the thing that follows, which is appropriate for this context.', 
 'alternative_translations': ['Obusika bwobujjala obwa kibuka', alternative term suggesting a more straightforward translation without using the existing Luganda term ""Buwangwa""]}",llama3.2,2025-02-27T22:22:49.90819Z,1769839958.0,28247792.0,159.0,195000000.0,178.0,1544000000.0,stop,[],,2025-05-31 21:15:56
li,Digital Cultural Heritage,Digitaal Kultuurgoed,Limburgish,"{'translated_term': 'Digitaal Kultuurgoed', 'translation_rationale': 'I have taken the suggestion from Google Translate and modified it slightly by removing the suffix ""-erfgood"" as it is a Limburgish word that typically refers to something that can be bought or sold. Instead, I used ""Kultuurgoed"", which is a more direct translation of ""cultural heritage"". This change allows for a clearer connection between the term and its meaning in Limburgish.'}",llama3.2,2025-02-27T22:22:52.021594Z,1092582833.0,26885000.0,154.0,199000000.0,104.0,864000000.0,stop,"[{'translated_term': 'Digitaal Kultuurgoed', 'translation_rationale': 'I have taken the suggestion from Google Translate and modified it slightly by removing the suffix ""-erfgood"" as it is a Limburgish word that typically refers to something that can be bought or sold. Instead, I used ""Kultuurgoed"", which is a more direct translation of ""cultural heritage"". This change allows for a clearer connection between the term and its meaning in Limburgish.'}]",Digitaal Kultuurgoed,2025-05-31 21:15:56
ln,Digital Cultural Heritage,Patrimoine kulima ya kimataifa ya kitamaduni / Patrimoine kulima nyumba ya mwanadamu,Lingala,"{'translated_term': 'Patrimoine kulima ya kimataifa ya kitamaduni / Patrimoine kulima nyumba ya mwanadamu', 
'translation_rationale': 'I drew inspiration from the Google Translate suggestion, ""Patrimoine culturel numérique"", and modified it to better suit the Lingala language. I added the phrase ""kula ya kimataifa ya kitamaduni"" to emphasize that digital cultural heritage refers to cultural property on a global scale, while ""Patrimoine kulima nyumba ya mwanadamu"" is a more literal translation of the English phrase ""Cultural Heritage of Mankind"". This alternative uses the Lingala word ""nyumba"" meaning ""house"", but in this context it implies the global community or humanity as the dwelling place. I also added an alternative translation ""Patrimoine kulima nyumba ya mwanadamu"" to maintain consistency and clarity. '}",llama3.2,2025-02-27T22:22:57.388654Z,1810446959.0,28266834.0,151.0,87000000.0,193.0,1693000000.0,stop,[],,2025-05-31 21:15:56
lt,Digital Cultural Heritage,фотибалени \kult͛e paveldas,Lithuanian,"{'translated_term': '\u0444\u043e\u0442\u0438\u0431\u0430\u043b\u0435\u043d\u0438 \kult\u035be paveldas', 'translation_rationale': 'I used the phrase &quot;Skaitmeninių kultūros paveldų&quot; as a starting point, but then modified it to &quot;Digitalinė kultūros paveldas&quot; to better convey the meaning of Digital Cultural Heritage. The term ""digitalinė"" is more suitable in Lithuanian, emphasizing the digital aspect, whereas ""skaitmeninis"" implies something related to information or data transfer (though it can still be used). The phrase &quot;Digital Cultural Heritage&quot; is more idiomatic and straightforward, so I preferred to use that term for translation.'}

Alternative translations:
- {'translated_term': '\u0444\u043e\u0442\u0438\u0431\u0430l\u0435\u043d\u0449\u0438\u043e \kult\u035be paveldas', 'translation_rationale': 'Using &quot;Digitalinis kultūros paveldas&quot; instead of &quot;Skaitmeninių kultūros paveldų&quot;, I emphasized the word ""digitalinis"" to make it clear that the term refers specifically to digital aspects. This phrase may sound more modern and precise in Lithuanian.'",llama3.2,2025-02-27T22:23:10.452812Z,3203641042.0,28635459.0,157.0,248000000.0,312.0,2924000000.0,stop,"[{'translated_term': 'фотибалени \\kult͛e paveldas', 'translation_rationale': 'I used the phrase &quot;Skaitmeninių kultūros paveldų&quot; as a starting point, but then modified it to &quot;Digitalinė kultūros paveldas&quot; to better convey the meaning of Digital Cultural Heritage. The term ""digitalinė"" is more suitable in Lithuanian, emphasizing the digital aspect, whereas ""skaitmeninis"" implies something related to information or data transfer (though it can still be used). The phrase &quot;Digital Cultural Heritage&quot; is more idiomatic and straightforward, so I preferred to use that term for translation.'}]",фотибалени \kult͛e paveldas,2025-05-31 21:15:56
pi,Digital Cultural Heritage,dhaṃmika-saṅkhāra,Pāli,"{'translated_term': 'dhaṃmika-saṅkhāra', 'translation_rationale': 'In Pāli, ""dhaṃmika"" (धमिक) means ""culturally or traditionally"" and is derived from the root ""dhama-"" (धम), which also appears in the concept of dhamma. ""Saṅkhāra"" (संखार) refers to a collection of actions, behaviors, or phenomena related to a particular domain or culture. Together, they convey the idea of culturally significant and traditionally preserved knowledge, artifacts, and practices that are now being digitized and made accessible.', 'alternatives': ['saṃsattaka-saṅkhāra', 'dhammika-purusa'], 'notes': ''}",llama3.2,2025-02-27T22:27:59.245618Z,1508396958.0,30012708.0,122.0,21000000.0,169.0,1455000000.0,stop,"[{'translated_term': 'dhaṃmika-saṅkhāra', 'translation_rationale': 'In Pāli, ""dhaṃmika"" (धमिक) means ""culturally or traditionally"" and is derived from the root ""dhama-"" (धम), which also appears in the concept of dhamma. ""Saṅkhāra"" (संखार) refers to a collection of actions, behaviors, or phenomena related to a particular domain or culture. Together, they convey the idea of culturally significant and traditionally preserved knowledge, artifacts, and practices that are now being digitized and made accessible.', 'alternatives': ['saṃsattaka-saṅkhāra', 'dhammika-purusa'], 'notes': ''}]",dhaṃmika-saṅkhāra,2025-05-31 21:15:56
pl,Digital Cultural Heritage,,Polish,"{'translated_term': 'Dziedzictwo Kulturowe Cyfrowe', 'translation_rationale': 
'After considering various options, I have opted for ""Dziedzictwo Kulturowe Cyfrowe"" which literally translates to ""Digital Cultural Heritage"". The word ""Cyfrowe"" directly means ""digital"" or ""online"", and it is a widely accepted term in Polish. Using this term maintains the original meaning of the concept while also adhering to standard Polish language conventions. Google Translate's suggestion, ""Cyfrowe Dziedzictwo Kulturowe"", closely aligns with my choice.'}

Alternatively, some might argue that using ""Dziedzictwo Cyfrowe Kultury"" could be a suitable translation as well. This term maintains the core idea of digital heritage while incorporating the Polish word for ""culture"". However, in this context, I have chosen to use ""Kulturowe Dziedzictwo Cyfrowe"", which places emphasis on the cultural aspect of digital heritage more directly.

Additional alternatives could include:
- ""Dziedzictwo Informacyjne"" (Digital Heritage or Informational Heritage), although it does not explicitly convey the cultural aspect.
- ""Zbior zespołowy cyfrowy"" (Digital Collective Archive or Digital Collection), which is a broader concept and may not fully capture the idea of digital heritage in its entirety.",llama3.2,2025-02-27T22:28:13.708235Z,3052695709.0,31757667.0,157.0,19000000.0,307.0,3000000000.0,stop,[],,2025-05-31 21:15:56
ps,Digital Cultural Heritage,,"Pashto, Pushto","```
{
  ""translated_term"": ""\u0639\u062d\u0648\u06cc\u06a9\u06cc \u065c\u0633\u067e\u0647 \u0644\u0645\u0627\u0639"",
  ""translation_rationale"": ""The term 'ډیجیټل کلتوري میراث' suggested by Google Translate is close, but I modified it to better fit the Pashto language. The word \u0639\u062d\u0648\u06cc (digital) is more accurately represented as \u065c\u0633\u067e\u0647, and the term 'merath' (heritage) is more commonly used in Pashto as \u0645\u0627\u0639 (meerath)."",
  ""alternatives"": [
    {""term"": ""\u0645\u0627\u0639 \mu\u0633\u0628\u062a\u0644\u064e \u0646\u06cc\u0651"", 
     ""rationale"": ""Alternative translation suggesting a more direct relationship between 'merath' and the word for 'digital', but still using the more common term \u0645\u0627\u0639 (meerath)"".},
    {""term"": ""\u064d\u0648\u0634\u06cc\u0651 \u0645\u0627\u0639"", 
     ""rationale"": ""Alternative translation suggesting a direct relationship between 'digeri' and the word for 'heritage', but still using the more common term \u0645\u0627\u0639 (meerath)""}
  ]
}
```",llama3.2,2025-02-27T22:28:18.327268Z,3600281375.0,26653333.0,169.0,129000000.0,352.0,3443000000.0,stop,[],,2025-05-31 21:15:56
tg,Digital Cultural Heritage,digital farhangi mirzoi,Tajik,"{'translated_term': 'digital farhangi mirzoi', 'translation_rationale': 'The term ""Digital Cultural Heritage"" can be translated into Tajik by combining ""digital"", a loanword from English, with the word for heritage, ""farhangi"". Since ""mirzoi"" means ""heritage"" in Tajik, it is a suitable option. However, to make it more specific and nuanced, I have added the suffix ""-Mirzoi"", which emphasizes the cultural aspect of heritage. The translation could be further refined by using the word ""muhimmi"" (meaning ""cultural"" or ""artistic"") instead of ""mirzoi"" to make it more precise.'}",llama3.2,2025-05-15T20:05:54.418683Z,1463425709.0,36817709.0,120.0,91023792.0,145.0,1334461500.0,stop,"[{'translated_term': 'digital farhangi mirzoi', 'translation_rationale': 'The term ""Digital Cultural Heritage"" can be translated into Tajik by combining ""digital"", a loanword from English, with the word for heritage, ""farhangi"". Since ""mirzoi"" means ""heritage"" in Tajik, it is a suitable option. However, to make it more specific and nuanced, I have added the suffix ""-Mirzoi"", which emphasizes the cultural aspect of heritage. The translation could be further refined by using the word ""muhimmi"" (meaning ""cultural"" or ""artistic"") instead of ""mirzoi"" to make it more precise.'}]",digital farhangi mirzoi,2025-05-31 21:15:56
ti,Digital Cultural Heritage,,Tigrinya,"{'translated_term': ቲጂታል ባህላዊ ውርሻ, 'translation_rationale': 'The term ""ዲጂታል ባህላዊ ውርሻ"" is a direct translation of the English term ""Digital Cultural Heritage"". It uses the Tigrinya word for ""digital"" (ዲጂታል), which was inspired by Google Translate's suggestion, and combines it with the words for ""cultural heritage"" (ባህላዊ ውርሻ). However, a more literal translation would be ''ቲጂታል ባህላዊ ውርሻ, which may sound more natural in Tigrinya. The difference is mainly in the emphasis on ""digital"" vs. a combination of ""digital"" and ""heritage"".', 'alternative_translation': ''ቲጂታል የአርብናኛ ውርሻ, which uses the Tigrinya word for ""internet"" (የአርብናኛ) instead of ""digital"", to emphasize the digital aspect as a network or medium.'}",llama3.2,2025-02-27T22:31:18.205247Z,3390513334.0,24833500.0,179.0,122000000.0,335.0,3241000000.0,stop,[],,2025-05-31 21:15:56
to,Digital Cultural Heritage,,Tonga,"{'translated_term': 'Naniga fakafonua fakakomipiuta digitali', 
 'translation_rationale': 'The phrase ""naniga fakafonua fakakomipiuta"" roughly translates to ""cultural knowledge"" or ""cultural understanding"". The prefix ""fakafonua"" implies a sense of community, family, and shared culture. To make it more inclusive and modern, I added the word ""digitali"", meaning ""digital"" or ""computerized"", to emphasize the digital aspect of cultural heritage. This term captures the essence of Digital Cultural Heritage in Tongan language.
 
 Alternative phrases:
 - ""Naniga fakafonua o kafoigia fakakomipiuta"" (Cultural knowledge of computerized information)
 - ""Fakalotufono fakafonua ni 'i 'au folo digitali"" (Digital cultural heritage is the shared understanding of our culture)
 - ""Tukufakaholo fakafonua o kafoigia fakakomipiuta"" (Cultural knowledge of computerized information, as suggested by Google Translate) 
  However, I chose to modify it slightly to make it more idiomatic and nuanced in Tongan language.'}",llama3.2,2025-02-27T22:31:44.218713Z,2544922625.0,30042084.0,158.0,92000000.0,253.0,2421000000.0,stop,[],,2025-05-31 21:15:56
tr,Digital Cultural Heritage,,Turkish,"{'translated_term': 'Dijital Kültürel Varlik', 
'translation_rationale': 'The suggested term ""Dijital Kültürel Miras"" has been modified to ""Dijital Kültürel Varlik"", which is a more accurate translation of the concept of Digital Cultural Heritage. The term ""miras"" (heritage) in Turkish does not always connote the idea of digital preservation, whereas ""varlik"" (asset, property) implies a broader range of intangible and tangible cultural resources. This refinement aims to capture the essence of digital cultural heritage more precisely.'}
{'alternative_translation': 'Dijital Kültürel Eserler Toplumu',
'rationale': 'Alternatively, the term ""Dijital Kültürel Eserler Toplumu"" can be used to emphasize the social and community aspects of digital cultural heritage. This phrase highlights the importance of collaborative efforts in preserving and promoting digital cultural assets.'}",llama3.2,2025-02-27T22:31:47.301499Z,2063669083.0,27181542.0,151.0,101000000.0,202.0,1934000000.0,stop,[],,2025-05-31 21:15:56
ts,Digital Cultural Heritage,Ndzhaka ya Ndhavuko ya Xidijitali,Tsonga,"{'translated_term': 'Ndzhaka ya Ndhavuko ya Xidijitali', 'translation_rationale': 'I considered the Google Translate API\'s suggestion and modified it to make it more idiomatic and culturally relevant in Tsonga. The term ""Ndzhaka"" generally means ""record"", ""memory"", or ""story"", which is fitting for cultural heritage. The prefix ""ya Ndhavuko"" implies a connection to the past, and ""Xidijitali"" clearly conveys the digital aspect. However, I\'d like to suggest an alternative phrase: ""Ndzhaka ya Xidijitali ya Tsendo"", which could be more accurately translated as ""Digital Cultural Heritage of Our Ancestors"".', 'alternative_terms': ['Ndzhaka ya Ndhavuko ya Xidijitali (as suggested by Google Translate)', 'Ndzhaka ya Ndvungu ya Xidijitali (using a different word for ""cultural"" that is more common in Tsonga)']}",llama3.2,2025-02-27T22:31:52.136901Z,1953992666.0,29222041.0,158.0,85000000.0,214.0,1837000000.0,stop,"[{'translated_term': 'Ndzhaka ya Ndhavuko ya Xidijitali', 'translation_rationale': 'I considered the Google Translate API\'s suggestion and modified it to make it more idiomatic and culturally relevant in Tsonga. The term ""Ndzhaka"" generally means ""record"", ""memory"", or ""story"", which is fitting for cultural heritage. The prefix ""ya Ndhavuko"" implies a connection to the past, and ""Xidijitali"" clearly conveys the digital aspect. However, I\'d like to suggest an alternative phrase: ""Ndzhaka ya Xidijitali ya Tsendo"", which could be more accurately translated as ""Digital Cultural Heritage of Our Ancestors"".', 'alternative_terms': ['Ndzhaka ya Ndhavuko ya Xidijitali (as suggested by Google Translate)', 'Ndzhaka ya Ndvungu ya Xidijitali (using a different word for ""cultural"" that is more common in Tsonga)']}]",Ndzhaka ya Ndhavuko ya Xidijitali,2025-05-31 21:15:56
tt,Digital Cultural Heritage,Санлы мәдәни мирас,Tatar,"{'translated_term': 'Санлы мәдәни мирас', 'translation_rationale': 'The Google Translate API suggestion is quite accurate, but ""Санлы мәдәни мирас"" translates more literally to ""Digital Cultural Heritage"" in a formal or academic context. However, in informal Tatar usage, especially among younger generations, it might be translated as """" (Sanly mädeni miras), which is closer to the English term. I chose the original translation '' to maintain consistency with traditional Tatar language and cultural norms.', 'alternative_translations': ['Санлы мәдәни мирас', 'sanly mädeni miras']}",llama3.2,2025-02-27T22:31:57.844587Z,1336155042.0,29830625.0,156.0,23000000.0,149.0,1281000000.0,stop,"[{'translated_term': 'Санлы мәдәни мирас', 'translation_rationale': 'The Google Translate API suggestion is quite accurate, but ""Санлы мәдәни мирас"" translates more literally to ""Digital Cultural Heritage"" in a formal or academic context. However, in informal Tatar usage, especially among younger generations, it might be translated as """" (Sanly mädeni miras), which is closer to the English term. I chose the original translation  to maintain consistency with traditional Tatar language and cultural norms.', 'alternative_translations': ['Санлы мәдәни мирас', 'sanly mädeni miras']}]",Санлы мәдәни мирас,2025-05-31 21:15:56
ty,Digital Cultural Heritage,,Tahitian,"{'translated_term': 'Tāpe fenua ʻi te iti i te digital', 
'translation_rationale': 'I used ""fenua"" (island) instead of Google Translate's ""ahurea"", which conveys the idea of something spiritual or sacred. By adding ""(iti)"", I also emphasized the connection to the physical island, highlighting the tangible aspect of cultural heritage. The prefix ""tāpe"" is a Tahitian term for digital technology. This translation aims to capture the essence of Digital Cultural Heritage while incorporating nuanced aspects of the local culture.', 
'alternatives': ['Tē faufaa ai&#39;a ahurea digital', 'Fenua te iti i te digital']}",llama3.2,2025-02-27T22:32:02.508594Z,1428026791.0,25173625.0,156.0,90000000.0,152.0,1311000000.0,stop,[],,2025-05-31 21:15:56
ug,Digital Cultural Heritage,töngä yänğıy məmleket qərarı,"Uighur, Uyghur","{'translated_term': 'töngä yänğıy məmleket qərarı', 
 'translation_rationale': 'This phrase roughly translates to ""digital heritage decision"" or ""digital cultural agreement"". In Uighur, ""töngä"" means ""heirloom"" or ""heritage"", ""yanqi"" refers to the digital aspect, and ""məmleket qərarı"" signifies a collective decision. The term aims to convey the idea of preserving and celebrating intangible cultural heritage in the digital age.'}",llama3.2,2025-05-15T20:06:39.70284Z,1039534209.0,35642209.0,130.0,20478666.0,117.0,982114792.0,stop,[],,2025-05-31 21:15:56
uk,Digital Cultural Heritage,,Ukrainian,"{'translated_term': 'Цифрова культурна спадщина', 
'translation_rationale': 'The proposed translation is based on the Google Translate API's suggestion, which effectively conveys the meaning of ""Digital Cultural Heritage"". The phrase ""цифрова"" (cyfrova) means ""digital"", and ""кULTУРНА СПАДЩИНА"" (kulturna spadshchyna) means ""cultural heritage"". Using this term would be a straightforward way to convey the concept in Ukrainian language.', 
'alternatives': ['Цифровий архів культурного спадку', ' Cyfrowa spadshchyna Ukrainy', ' Культурна спадщина в цифровому вигляді']}",llama3.2,2025-02-27T22:32:14.369653Z,1572465792.0,28037917.0,151.0,210000000.0,160.0,1333000000.0,stop,[],,2025-05-31 21:15:56
ur,Digital Cultural Heritage,,Urdu,"```
{
  ""translated_term"": ""\u0628\u0645\u0631\u06cc\u064e \u092f\u0932\u094d\u0627 \u0964\u0656\u06a9"",
  ""translation_rationale"": ""\u092f\u0932\u094d\u0627 \u0964\u0656\u06a9 (ڈیجیٹل ثقافتی ورثہ) کا استعمال کرنے سے پہلے، میں نے Google Translate API کے suggestion کا استعمال کیا۔ تاہم، \u0628\u0645\u0631\u06cc\u064e \u092f\u0932\u094d\u0627 \u0964\u0656\u06a9 کو ڈیجیٹل ثقافتی ورثہ کے بولی چھوڑنے کے لئے، ایک آسان اور سلاچر نہیں سمجھا۔ اس لیے، مجھے \u092f\u0932\u094d\u0627 \u0964\u0656\u06a9 کے حوالے سے Urdu میں ایک بھلائی توجہ دی جائے کے طور پر، جس کی وضاحت \u0628\u0645\u0631\u06cc\u064e \u092f\u0932\u094d\u0627 \u0964\u0656\u06a9 ہے جو \u090c\u0993\u09b0\u06cc\u06a9 \u097c\u07aa\u0948\u06cc \u0645\u06a9 \u0917\u093f \u092e\u093f\u06a9\u0924 \u0966 \u0928\u0932\u094d\u0627 \u0903\u0651\u062b \u097c\u07aa \u0645\u06a9 \u0940\u093f \u09ea \u090e \u0917\u093f \u0924\u0966\u0668.""
}
```

Translation Rationale:

ایک اچھی ترجمہ ڈیجیٹل ثقافتی ورثہ کے لئے، \u0628\u0645\u0631\u06cc\u064e \u092f\u0932\u094d\u0627 \u0964\u0656\u06a9 کو \u090c\u0993\u09b0\u06cc\u06a9 \u097c\u07aa\u0948\u06cc ہونا چاہیے جو \u0917\u093f \u092e\u093f \u06a9\u0924 \u0966 \u0928\u0932\u094d\u0627 \u0903\u0651\u062b \u097c\u07aa \u0645\u06a9 ہو۔ تاہم، \u0628\u0645\u0631\u06cc\u064e \u092f\u0932\u094d\u0627 \u0964\u0656\u06a9 کا ترجمہ کرنے سے پہلے، مجھے \u0628\u0645\u0631\u06cc\u064e \u092f\u0932\u094d\u0627 \u0964\u0656\u06a9 کے حوالے سے ایک بھلائی توجہ دی جائے کا خیال ہے اور اس کی وضاحت \u0628\u0645\u0631\u06cc\u064e \u092f\u0932\u094d\u0627 \u0964\u0656\u06a9 ہو۔

 ur \u090c\u0993\u09b0\u06cc\u06a9 ڈیجیٹل ثقافتی ورثہ کا ترجمہ:

*   \u092f\u0932\u094d\u0627 \u0964\u0656\u06a9 = Digital Cultural Heritage
*   ur \u090c\u0993\u09b0\u06cc\u06a9: ڈیجیٹل ثقافتی ورثہ کے حوالے سے ایک آسان ترجمہ
*   \u092f\u0932\u094d\u0627 = Digital
*   ur \u0964\u0656\u06a9: ورثہ/ثقافت

رہنمائی:

یہ ترجمہ \u090c\u0993\u09b0\u06cc\u06a9 ڈیجیٹل ثقافتی ورثہ کے حوالے سے، جو ڈیجیٹل ثقافت اور ورثے دونوں کی وضاحت کرتا ہے۔",llama3.2,2025-02-27T22:32:28.492042Z,13103162250.0,27492333.0,156.0,88000000.0,1142.0,12985000000.0,stop,[],,2025-05-31 21:15:56
uz,Digital Cultural Heritage,Raqamli madaniy meros,Uzbek,"{'translated_term': 'Raqamli madaniy irfoda', 'translation_rationale': 'I have modified the Google Translate suggestion ""Raqamli madaniy meros"" to better fit the nuances of Uzbek language and cultural context. The term ""meros"" typically means ""object"", which might not fully convey the essence of digital cultural heritage. Therefore, I replaced it with ""irfoda"", which is a more comprehensive term that encompasses the idea of a collection or a repository of cultural assets. This translation emphasizes the intangible aspect of cultural heritage, while still acknowledging the digital aspect.'}

Alternatively, if you prefer to use 'Raqamli madaniy meros', I would suggest adding an explanatory phrase to provide context:

 {'translated_term': 'Raqamli madaniy meros', 'translation_rationale': 'While ""raqamli madaniy meros"" is a literal translation of ""digital cultural heritage"", it may require clarification in Uzbek language. The term ""meros"" implies a physical object, whereas digital cultural heritage encompasses intangible assets such as digital artifacts, images, and texts.'}",llama3.2,2025-02-27T22:32:34.320027Z,2099898625.0,28929083.0,151.0,21000000.0,236.0,2048000000.0,stop,"[{'translated_term': 'Raqamli madaniy irfoda', 'translation_rationale': 'I have modified the Google Translate suggestion ""Raqamli madaniy meros"" to better fit the nuances of Uzbek language and cultural context. The term ""meros"" typically means ""object"", which might not fully convey the essence of digital cultural heritage. Therefore, I replaced it with ""irfoda"", which is a more comprehensive term that encompasses the idea of a collection or a repository of cultural assets. This translation emphasizes the intangible aspect of cultural heritage, while still acknowledging the digital aspect.'}, {'translated_term': 'Raqamli madaniy meros', 'translation_rationale': 'While ""raqamli madaniy meros"" is a literal translation of ""digital cultural heritage"", it may require clarification in Uzbek language. The term ""meros"" implies a physical object, whereas digital cultural heritage encompasses intangible assets such as digital artifacts, images, and texts.'}]",Raqamli madaniy meros,2025-05-31 21:15:56
ve,Digital Cultural Heritage,Vhufa ha Mvelele ho Didzhithala,Venda,"{'translated_term': 'Vhufa ha Mvelele ho Didzhithala', 
'translation_rationale': 'The phrase ""Vhufa ha Mvelele ha Didzhithala"" from Google Translate is a good starting point. However, I added the possessive suffix ""-ho"" to make it more suitable for Venda language. The term ""Vhufa"" means ""digital"" in Venda, and ""Mvelele"" and ""Didzhithala"" roughly translate to ""heritage"" and ""information"", respectively. The phrase is meant to convey the idea of digital cultural information being part of one\'s heritage.', 
'alternative_translations': ['Vhufa ha Mvelele ka Didzhithala', 'Ka Vhufa vha Mvelele'], 
'language_notes': ['In Venda language, it is common to use the possessive suffix ""-ho"" or ""-ka"" to denote ownership or relation.', 
                            'The term ""Vhufa ha Mvelele ha Didzhithala"" may not perfectly capture the nuances of the English phrase, but it conveys a similar idea and can be used in Venda language for communication.']}",llama3.2,2025-02-27T22:32:37.894935Z,2556154583.0,29702833.0,158.0,95000000.0,258.0,2429000000.0,stop,[],,2025-05-31 21:15:56
vi,Digital Cultural Heritage,Di sản văn hóa số và văn hóa kỹ thuật số,Vietnamese,"{'translated_term': 'Di sản văn hóa số và văn hóa kỹ thuật số', 
 'translation_rationale': 'Suggested ""Di sản văn hóa số"" (Google Translate) is a good starting point, but I added the adjective ""văn hóa kỹ thuật số"" to better convey the intangible aspect of digital cultural heritage. This term emphasizes that it encompasses not only digital artifacts but also the intangible aspects of culture that are preserved and transmitted through technology.'}",llama3.2,2025-02-27T22:32:42.898221Z,967312417.0,27089084.0,147.0,94000000.0,96.0,845000000.0,stop,[],,2025-05-31 21:15:56
