n_variants_present,n_agree,agreement_rate,best_candidate,variant_translations,above_threshold,term_source,language_code,language_name,language_family,service,is_baseline
5,1,0.2,ဒစ်ဂျစ်တယ် လူ့ဘောင်သာသနာ,"{'minimal': 'ဒစ်ဂျစ်တယ် လူ့ဘောင်သာသနာ', 'comparative': 'ဒစ်ဂျစ်တယ် လူ့ဗေဒ', 'expert_persona': 'ဒစ်ဂျစ်တယ် လူသားရေးသိပ္ပံ', 'contextual': 'ဒစ်ဂျစ်တယ် လူ့ဘာသာရပ်', 'native_rationale': 'အီလက်ထရောနစ် လူသားရေးရာသိပ္ပံ'}",False,Digital Humanities,my,Burmese,Sino-Tibetan,OpenAI,False
5,1,0.2,ဒစ်ဂျစ်တယ် လူသားပညာရပ်,"{'minimal': 'ဒစ်ဂျစ်တယ် လူသားပညာရပ်', 'comparative': 'ဒစ်ဂျစ်တယ် လူ့ပညာ', 'expert_persona': 'ဒစ်ဂျစ်တယ် လူသားပညာ', 'contextual': 'ဒစ်ဂျစ်တယ်လူသားပညာ', 'native_rationale': 'ဒစ်ဂျစ်တယ်လူသိပ္ပံ'}",False,Digital Humanities,my,Burmese,Sino-Tibetan,Claude,False
5,3,0.6,ဒစ်ဂျစ်တယ်လူမှုသိပ္ပံ,"{'minimal': 'ဒစ်ဂျစ်တယ်လူမှုသိပ္ပံ', 'comparative': 'ဒစ်ဂျစ်တယ် လူ့ပညာရပ်', 'expert_persona': 'ဒစ်ဂျစ်တယ် လူမှုသိပ္ပံ', 'contextual': 'ဒစ်ဂျစ်တယ်လူမှုသိပ္ပံ', 'native_rationale': 'ဒစ်ဂျစ်တယ်လူမှုသိပ္ပံ'}",False,Digital Humanities,my,Burmese,Sino-Tibetan,Gemini,False
1,1,1.0,နစီ့ဓု၊ ဲံ၉ါျွ,{'comparative': 'နစီ့ဓု၊ ဲံ၉ါျွ'},True,Digital Humanities,my,Burmese,Sino-Tibetan,First Ollama,False
5,1,0.2,ဗငစဋဏဈညဂကဉခဌဍဎဃဆဈဉ,"{'minimal': 'ဗငစဋဏဈညဂကဉခဌဍဎဃဆဈဉ', 'comparative': 'နစီ့ဓု၊ ဲံ၉ါျွ', 'expert_persona': 'နို့တယ်လောက သမာဓိပႏ္ါ', 'contextual': 'ဒီဂျစ်တယ် ဟာမန်ဝိဇ္ဍာန်', 'native_rationale': 'ဒီဂျစ်တယ် မန်းလတ္သာနေဝါက္'}",False,Digital Humanities,my,Burmese,Sino-Tibetan,Second Ollama,False
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,na,Nauru,Austronesian,Wikipedia,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,na,Nauru,Austronesian,Google Translate,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,na,Nauru,Austronesian,EasyNMT,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,na,Nauru,Austronesian,Lingvanex,True
5,1,0.2,Digital Humanities,"{'minimal': 'Digital Humanities', 'comparative': 'Deijiwo Handirik', 'expert_persona': 'Ituga ewaiduwen', 'contextual': 'Ewakanga Ewakawa', 'native_rationale': 'Ijo Digital'}",False,Digital Humanities,na,Nauru,Austronesian,OpenAI,False
5,1,0.2,Digital Humanities,"{'minimal': 'Digital Humanities', 'comparative': 'Dijitow Amimengañan', 'expert_persona': 'Ekaditsi me Komputa eben Atun', 'contextual': 'Emaroñ Digital me Anganin Eao', 'native_rationale': 'Digitam Ekaraon Omo'}",False,Digital Humanities,na,Nauru,Austronesian,Claude,False
5,1,0.2,Digital Humanities,"{'minimal': 'Digital Humanities', 'comparative': 'Deijiwo Handirik', 'expert_persona': 'Emanan Naoero', 'contextual': 'Humanities Roroi E-', 'native_rationale': 'Emanang A-Digital'}",False,Digital Humanities,na,Nauru,Austronesian,Gemini,False
1,1,1.0,Kaibiti Handirik,{'comparative': 'Kaibiti Handirik'},True,Digital Humanities,na,Nauru,Austronesian,First Ollama,False
5,1,0.2,Māna ɛlau Mānebua,"{'minimal': 'Māna ɛlau Mānebua', 'comparative': 'Kaibiti Handirik', 'expert_persona': 'Nabweria Bwa Digit', 'contextual': 'E-Betaan', 'native_rationale': 'Rauj ebua Tebbinaa'}",False,Digital Humanities,na,Nauru,Austronesian,Second Ollama,False
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,nb,Norwegian Bokmål,Germanic,Wikipedia,True
5,5,1.0,Digital humaniora,"{'minimal': 'Digital humaniora', 'comparative': 'Digital humaniora', 'expert_persona': 'Digital humaniora', 'contextual': 'Digital humaniora', 'native_rationale': 'Digital humaniora'}",True,Digital Humanities,nb,Norwegian Bokmål,Germanic,Google Translate,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,nb,Norwegian Bokmål,Germanic,EasyNMT,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,nb,Norwegian Bokmål,Germanic,Lingvanex,True
5,2,0.4,Digitale humaniora,"{'minimal': 'Digitale humaniora', 'comparative': 'Digitale humaniora', 'expert_persona': 'Digital humaniora', 'contextual': 'digitale humaniora', 'native_rationale': 'digitale humaniora'}",False,Digital Humanities,nb,Norwegian Bokmål,Germanic,OpenAI,False
5,4,0.8,Digital humaniora,"{'minimal': 'Digital humaniora', 'comparative': 'Digital humaniora', 'expert_persona': 'Digital humaniora', 'contextual': 'Digital humaniora', 'native_rationale': 'Digitale humaniora'}",True,Digital Humanities,nb,Norwegian Bokmål,Germanic,Claude,False
5,3,0.6,Digital humaniora,"{'minimal': 'Digital humaniora', 'comparative': 'Digital humaniora', 'expert_persona': 'Digital humaniora', 'contextual': 'digital humaniora', 'native_rationale': 'digital humaniora'}",False,Digital Humanities,nb,Norwegian Bokmål,Germanic,Gemini,False
1,1,1.0,Digitale humaniora,{'comparative': 'Digitale humaniora'},True,Digital Humanities,nb,Norwegian Bokmål,Germanic,First Ollama,False
5,4,0.8,Digitale humaniora,"{'minimal': 'Digitale humaniora', 'comparative': 'Digitale humaniora', 'expert_persona': 'Digitale humaniora', 'contextual': 'Digitale humaniora', 'native_rationale': 'Digital humaniora'}",True,Digital Humanities,nb,Norwegian Bokmål,Germanic,Second Ollama,False
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,nd,North Ndebele,African (Niger-Congo),Wikipedia,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,nd,North Ndebele,African (Niger-Congo),Google Translate,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,nd,North Ndebele,African (Niger-Congo),EasyNMT,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,nd,North Ndebele,African (Niger-Congo),Lingvanex,True
5,1,0.2,Ezokwethekeli zomnotho,"{'minimal': 'Ezokwethekeli zomnotho', 'comparative': 'Ubuhle bendulo lobuchwepheshe', 'expert_persona': 'Ubuciko Obujulileyo', 'contextual': 'Ubunyathelo Bedijithali', 'native_rationale': 'Ubuhlakani beDijithali'}",False,Digital Humanities,nd,North Ndebele,African (Niger-Congo),OpenAI,False
5,1,0.2,Amalimi Ezakudijithali,"{'minimal': 'Amalimi Ezakudijithali', 'comparative': 'Ubuntu Bezabantu Ngobuchwepheshe', 'expert_persona': 'Amalwazi Edijithali', 'contextual': 'Ubuntu Bedijithali', 'native_rationale': 'Ubuntfu Bezomoya Bezobuchwepheshe'}",False,Digital Humanities,nd,North Ndebele,African (Niger-Congo),Claude,False
5,2,0.4,Ubuntu Bedijithali,"{'minimal': 'Ubuntu Olwedijithali', 'comparative': 'Ubuntu Bedijithali', 'expert_persona': 'Ezobuntu Zedijithali', 'contextual': 'Ubuntu Bobunjwa Bedijithali', 'native_rationale': 'Ubuntu Bedijithali'}",False,Digital Humanities,nd,North Ndebele,African (Niger-Congo),Gemini,False
1,1,1.0,Ibhunu leSikhundla,{'comparative': 'Ibhunu leSikhundla'},True,Digital Humanities,nd,North Ndebele,African (Niger-Congo),First Ollama,False
5,1,0.2,Iintambelo Zomculo Wenyaka,"{'minimal': 'Iintambelo Zomculo Wenyaka', 'comparative': 'Ibhunu leSikhundla', 'expert_persona': 'iDinomhlulu tikaDigital', 'contextual': 'Digma le Tshintshelo', 'native_rationale': 'Mamela ya Digital'}",False,Digital Humanities,nd,North Ndebele,African (Niger-Congo),Second Ollama,False
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,ne,Nepali,Indo-Iranian,Wikipedia,True
5,5,1.0,डिजिटल मानविकी,"{'minimal': 'डिजिटल मानविकी', 'comparative': 'डिजिटल मानविकी', 'expert_persona': 'डिजिटल मानविकी', 'contextual': 'डिजिटल मानविकी', 'native_rationale': 'डिजिटल मानविकी'}",True,Digital Humanities,ne,Nepali,Indo-Iranian,Google Translate,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,ne,Nepali,Indo-Iranian,EasyNMT,True
5,5,1.0,डिजिटल मानविकी,"{'minimal': 'डिजिटल मानविकी', 'comparative': 'डिजिटल मानविकी', 'expert_persona': 'डिजिटल मानविकी', 'contextual': 'डिजिटल मानविकी', 'native_rationale': 'डिजिटल मानविकी'}",True,Digital Humanities,ne,Nepali,Indo-Iranian,Lingvanex,True
5,4,0.8,डिजिटल मानविकी,"{'minimal': 'डिजिटल मानवीकी', 'comparative': 'डिजिटल मानविकी', 'expert_persona': 'डिजिटल मानविकी', 'contextual': 'डिजिटल मानविकी', 'native_rationale': 'डिजिटल मानविकी'}",True,Digital Humanities,ne,Nepali,Indo-Iranian,OpenAI,False
5,5,1.0,डिजिटल मानविकी,"{'minimal': 'डिजिटल मानविकी', 'comparative': 'डिजिटल मानविकी', 'expert_persona': 'डिजिटल मानविकी', 'contextual': 'डिजिटल मानविकी', 'native_rationale': 'डिजिटल मानविकी'}",True,Digital Humanities,ne,Nepali,Indo-Iranian,Claude,False
5,4,0.8,डिजिटल मानविकी,"{'minimal': 'डिजिटल मानविकी', 'comparative': 'डिजिटल मानविकी', 'expert_persona': 'डिजिटल मानविकी', 'contextual': 'डिजिटल मानविकी', 'native_rationale': 'अंकीय मानविकी'}",True,Digital Humanities,ne,Nepali,Indo-Iranian,Gemini,False
1,1,1.0,डिजिटल मानविकी,{'comparative': 'डिजिटल मानविकी'},True,Digital Humanities,ne,Nepali,Indo-Iranian,First Ollama,False
5,2,0.4,डिजिटल मानवशास्त्र,"{'minimal': 'डिजिटल मानवशास्त्र', 'comparative': 'डिजिटल मानविकी', 'expert_persona': 'डिजिटल मानवशास्त्र', 'contextual': 'डिजिटल मानविकी', 'native_rationale': 'Dijital Mānusya Vigyān'}",False,Digital Humanities,ne,Nepali,Indo-Iranian,Second Ollama,False
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,ng,Ndonga,African (Niger-Congo),Wikipedia,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,ng,Ndonga,African (Niger-Congo),Google Translate,True
5,5,1.0,Omithikampango dhaantu odha li hadhi ningitha aantu ya kale ye na ekwatathano ewanawa,"{'minimal': 'Omithikampango dhaantu odha li hadhi ningitha aantu ya kale ye na ekwatathano ewanawa', 'comparative': 'Omithikampango dhaantu odha li hadhi ningitha aantu ya kale ye na ekwatathano ewanawa', 'expert_persona': 'Omithikampango dhaantu odha li hadhi ningitha aantu ya kale ye na ekwatathano ewanawa', 'contextual': 'Omithikampango dhaantu odha li hadhi ningitha aantu ya kale ye na ekwatathano ewanawa', 'native_rationale': 'Omithikampango dhaantu odha li hadhi ningitha aantu ya kale ye na ekwatathano ewanawa'}",True,Digital Humanities,ng,Ndonga,African (Niger-Congo),EasyNMT,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,ng,Ndonga,African (Niger-Congo),Lingvanex,True
5,1,0.2,Uudhimba we-Siditalithi,"{'minimal': 'Uudhimba we-Siditalithi', 'comparative': 'Omithika dhondjila yuunivhentya', 'expert_persona': 'Eendooli lyaadhigithali', 'contextual': 'Epwililo lyokashina loombangi', 'native_rationale': 'Vana va digitaalulonga'}",False,Digital Humanities,ng,Ndonga,African (Niger-Congo),OpenAI,False
5,1,0.2,Omalongero gomakompiuta,"{'minimal': 'Omalongero gomakompiuta', 'comparative': 'Omithika dhondjila yuunivhentya', 'expert_persona': 'Omakonakono gokuninga okupitikilwa', 'contextual': 'Iilongi dhOmuntu yOdhidjitali', 'native_rationale': 'Omalongo gOunene gwOmaputo'}",False,Digital Humanities,ng,Ndonga,African (Niger-Congo),Claude,False
5,1,0.2,Omalelo gopaungulungu gopaDigitali,"{'minimal': 'Omalelo gopaungulungu gopaDigitali', 'comparative': 'Omithika dhondjila dhopaungamuthika', 'expert_persona': 'Omalongo gopaungululiko gopadigitali', 'contextual': 'Omalongo gopaDigital', 'native_rationale': 'Omalongo gopadigitali gopaumuntu'}",False,Digital Humanities,ng,Ndonga,African (Niger-Congo),Gemini,False
1,1,1.0,Omithikampango dhaantu odha li hadhi ningitha aantu ya kale ye na ekwatathano ewanawa,{'comparative': 'Omithikampango dhaantu odha li hadhi ningitha aantu ya kale ye na ekwatathano ewanawa'},True,Digital Humanities,ng,Ndonga,African (Niger-Congo),First Ollama,False
5,1,0.2,Ombwe ya Digital,"{'minimal': 'Ombwe ya Digital', 'comparative': 'Omithikampango dhaantu odha li hadhi ningitha aantu ya kale ye na ekwatathano ewanawa', 'expert_persona': 'Ku Tshilidzi ya Kulumunhu', 'contextual': 'Ondalumbu dhaTango', 'native_rationale': 'Tinɛmbo ya Digital'}",False,Digital Humanities,ng,Ndonga,African (Niger-Congo),Second Ollama,False
5,5,1.0,Digitale geesteswetenschappen,"{'minimal': 'Digitale geesteswetenschappen', 'comparative': 'Digitale geesteswetenschappen', 'expert_persona': 'Digitale geesteswetenschappen', 'contextual': 'Digitale geesteswetenschappen', 'native_rationale': 'Digitale geesteswetenschappen'}",True,Digital Humanities,nl,Dutch,Germanic,Wikipedia,True
5,5,1.0,Digitale Geesteswetenschappen,"{'minimal': 'Digitale Geesteswetenschappen', 'comparative': 'Digitale Geesteswetenschappen', 'expert_persona': 'Digitale Geesteswetenschappen', 'contextual': 'Digitale Geesteswetenschappen', 'native_rationale': 'Digitale Geesteswetenschappen'}",True,Digital Humanities,nl,Dutch,Germanic,Google Translate,True
5,5,1.0,Digitale geesteswetenschappen,"{'minimal': 'Digitale geesteswetenschappen', 'comparative': 'Digitale geesteswetenschappen', 'expert_persona': 'Digitale geesteswetenschappen', 'contextual': 'Digitale geesteswetenschappen', 'native_rationale': 'Digitale geesteswetenschappen'}",True,Digital Humanities,nl,Dutch,Germanic,EasyNMT,True
5,5,1.0,Digital Humanities,"{'minimal': 'Digital Humanities', 'comparative': 'Digital Humanities', 'expert_persona': 'Digital Humanities', 'contextual': 'Digital Humanities', 'native_rationale': 'Digital Humanities'}",True,Digital Humanities,nl,Dutch,Germanic,Lingvanex,True
5,3,0.6,Digitale Geesteswetenschappen,"{'minimal': 'Digital Humanities', 'comparative': 'Digitale geesteswetenschappen', 'expert_persona': 'Digitale Geesteswetenschappen', 'contextual': 'Digitale Geesteswetenschappen', 'native_rationale': 'Digitale Geesteswetenschappen'}",False,Digital Humanities,nl,Dutch,Germanic,OpenAI,False
5,4,0.8,Digitale Geesteswetenschappen,"{'minimal': 'Digitale Geesteswetenschappen', 'comparative': 'Digitale geesteswetenschappen', 'expert_persona': 'Digitale Geesteswetenschappen', 'contextual': 'Digitale Geesteswetenschappen', 'native_rationale': 'Digitale Geesteswetenschappen'}",True,Digital Humanities,nl,Dutch,Germanic,Claude,False
5,4,0.8,Digitale geesteswetenschappen,"{'minimal': 'Digitale geesteswetenschappen', 'comparative': 'Digitale geesteswetenschappen', 'expert_persona': 'Digitale geesteswetenschappen', 'contextual': 'Digitale Geesteswetenschappen', 'native_rationale': 'Digitale geesteswetenschappen'}",True,Digital Humanities,nl,Dutch,Germanic,Gemini,False
1,1,1.0,Digitale Geesteswetenschappen,{'comparative': 'Digitale Geesteswetenschappen'},True,Digital Humanities,nl,Dutch,Germanic,First Ollama,False
5,5,1.0,Digitale Geesteswetenschappen,"{'minimal': 'Digitale Geesteswetenschappen', 'comparative': 'Digitale Geesteswetenschappen', 'expert_persona': 'Digitale Geesteswetenschappen', 'contextual': 'Digitale Geesteswetenschappen', 'native_rationale': 'Digitale Geesteswetenschappen'}",True,Digital Humanities,nl,Dutch,Germanic,Second Ollama,False
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,no,Norwegian,Germanic,Wikipedia,True
5,5,1.0,Digital humaniora,"{'minimal': 'Digital humaniora', 'comparative': 'Digital humaniora', 'expert_persona': 'Digital humaniora', 'contextual': 'Digital humaniora', 'native_rationale': 'Digital humaniora'}",True,Digital Humanities,no,Norwegian,Germanic,Google Translate,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,no,Norwegian,Germanic,EasyNMT,True
5,5,1.0,Digital Humanities,"{'minimal': 'Digital Humanities', 'comparative': 'Digital Humanities', 'expert_persona': 'Digital Humanities', 'contextual': 'Digital Humanities', 'native_rationale': 'Digital Humanities'}",True,Digital Humanities,no,Norwegian,Germanic,Lingvanex,True
5,3,0.6,Digital humaniora,"{'minimal': 'Digital humaniora', 'comparative': 'Digital humaniora', 'expert_persona': 'Digitale humaniora', 'contextual': 'Digital humaniora', 'native_rationale': 'digitale humaniora'}",False,Digital Humanities,no,Norwegian,Germanic,OpenAI,False
5,5,1.0,Digital humaniora,"{'minimal': 'Digital humaniora', 'comparative': 'Digital humaniora', 'expert_persona': 'Digital humaniora', 'contextual': 'Digital humaniora', 'native_rationale': 'Digital humaniora'}",True,Digital Humanities,no,Norwegian,Germanic,Claude,False
5,5,1.0,Digital humaniora,"{'minimal': 'Digital humaniora', 'comparative': 'Digital humaniora', 'expert_persona': 'Digital humaniora', 'contextual': 'Digital humaniora', 'native_rationale': 'Digital humaniora'}",True,Digital Humanities,no,Norwegian,Germanic,Gemini,False
1,1,1.0,Digtale humaniora,{'comparative': 'Digtale humaniora'},True,Digital Humanities,no,Norwegian,Germanic,First Ollama,False
5,2,0.4,Digtale humaniora,"{'minimal': 'Digtale humaniora', 'comparative': 'Digtale humaniora', 'expert_persona': 'Digitale humaniora', 'contextual': 'Digital humaniora', 'native_rationale': 'Digtal humaniora'}",False,Digital Humanities,no,Norwegian,Germanic,Second Ollama,False
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,nr,South Ndebele,African (Niger-Congo),Wikipedia,True
5,5,1.0,I-Digital Humanities,"{'minimal': 'I-Digital Humanities', 'comparative': 'I-Digital Humanities', 'expert_persona': 'I-Digital Humanities', 'contextual': 'I-Digital Humanities', 'native_rationale': 'I-Digital Humanities'}",True,Digital Humanities,nr,South Ndebele,African (Niger-Congo),Google Translate,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,nr,South Ndebele,African (Niger-Congo),EasyNMT,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,nr,South Ndebele,African (Niger-Congo),Lingvanex,True
5,1,0.2,Ubuchwepheshe bezeNtlalo,"{'minimal': 'Ubuchwepheshe bezeNtlalo', 'comparative': 'I-Dijithali Yebantu', 'expert_persona': 'Izenzo zoBulili obuhle bombele', 'contextual': 'Ubuntu beDigitali', 'native_rationale': 'I-Digital Humanities'}",False,Digital Humanities,nr,South Ndebele,African (Niger-Congo),OpenAI,False
5,1,0.2,iLwazi leSidijithali,"{'minimal': 'iLwazi leSidijithali', 'comparative': 'Ubuntfu be-Dijithali', 'expert_persona': 'Iimbono Zedijithali', 'contextual': 'Ubuntu Bedijithali', 'native_rationale': 'Amalwazi Edijithali'}",False,Digital Humanities,nr,South Ndebele,African (Niger-Congo),Claude,False
5,1,0.2,iinhlahlubo zedijithali zabantu,"{'minimal': 'iinhlahlubo zedijithali zabantu', 'comparative': 'Ubuntu beDijithali', 'expert_persona': 'Imihlangano YamaDijithali Yabantu', 'contextual': 'Iinqophiso Zobuntu Zesidijithali', 'native_rationale': 'Iimfundiso Zobuntu Zedijithali'}",False,Digital Humanities,nr,South Ndebele,African (Niger-Congo),Gemini,False
1,1,1.0,i-Timbali ya Teknolojika,{'comparative': 'i-Timbali ya Teknolojika'},True,Digital Humanities,nr,South Ndebele,African (Niger-Congo),First Ollama,False
5,1,0.2,Ndawo yedigitali,"{'minimal': 'Ndawo yedigitali', 'comparative': 'i-Timbali ya Teknolojika', 'expert_persona': 'Ndawonye weMakala ya Digitale', 'contextual': 'Ibhekele lezwe lesi Digital', 'native_rationale': 'Ubuholi lwePhalamende'}",False,Digital Humanities,nr,South Ndebele,African (Niger-Congo),Second Ollama,False
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,nv,"Navajo, Navaho",Indigenous Americas,Wikipedia,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,nv,"Navajo, Navaho",Indigenous Americas,Google Translate,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,nv,"Navajo, Navaho",Indigenous Americas,EasyNMT,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,nv,"Navajo, Navaho",Indigenous Americas,Lingvanex,True
5,1,0.2,Ałk'idáálkidí Asdzą́ą́ Nizháátʼí,"{'minimal': ""Ałk'idáálkidí Asdzą́ą́ Nizháátʼí"", 'comparative': 'Béégashii yáʼátʼéeh baʼáádá nitsʼékees', 'expert_persona': 'Ałtso Naaltsoos Bił Dah Yiit’aah', 'contextual': 'Ndaʼniih ííłʼínídiílghání', 'native_rationale': 'Bee Átʼé Elementaryi Naaltsoos'}",False,Digital Humanities,nv,"Navajo, Navaho",Indigenous Americas,OpenAI,False
5,1,0.2,Béésh bee akʼeʼelchíhí nanitinígíí,"{'minimal': 'Béésh bee akʼeʼelchíhí nanitinígíí', 'comparative': 'Béésh bee akʼeʼelchíhí bináhji̜ʼ íʼíníʼą́', 'expert_persona': 'Béésh bee akʼeʼelchíhí tʼáá íiyisíí ííłʼíní dóó beehoozinígíí', 'contextual': 'Béésh bee akʼeʼelchíhí binahʼąąh naalkaah', 'native_rationale': 'Béésh bee akʼeʼelchíhí tʼáá íiyisí naalkaah'}",False,Digital Humanities,nv,"Navajo, Navaho",Indigenous Americas,Claude,False
5,1,0.2,Naaltsoos Sǫʼ Sinil dóó Bilagáana Bizaad Bee Naʼanish,"{'minimal': 'Naaltsoos Sǫʼ Sinil dóó Bilagáana Bizaad Bee Naʼanish', 'comparative': ""Naaltsoos Bee Ak'e'elchíhí dóó Diné Bína'anish"", 'expert_persona': 'Naaltsoos Sǫʼ Sinil dóó Diné Bínaʼnitin', 'contextual': 'Naaltsoos Sǫʼ Sinil dóó Bitsʼááhdę́ę́ʼ Bee Naʼanishígíí', 'native_rationale': 'Naaltsoos bee Ííshjání Ádaalyaaígíí dóó Diné Bínaʼanishígíí'}",False,Digital Humanities,nv,"Navajo, Navaho",Indigenous Americas,Gemini,False
1,1,1.0,Béégashii Dahiná,{'comparative': 'Béégashii Dahiná'},True,Digital Humanities,nv,"Navajo, Navaho",Indigenous Americas,First Ollama,False
4,1,0.25,Wáásox iináat'aah,"{'minimal': ""Wáásox iináat'aah"", 'comparative': 'Béégashii Dahiná', 'expert_persona': ""Łizhinii Doo At'ah Dah"", 'contextual': 'Diné Bikéyah Dinéeshjįʼ Kajíní'}",False,Digital Humanities,nv,"Navajo, Navaho",Indigenous Americas,Second Ollama,False
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,ny,Chichewa; Chewa; Nyanja,African (Niger-Congo),Wikipedia,True
5,5,1.0,Zaumunthu Za digito,"{'minimal': 'Zaumunthu Za digito', 'comparative': 'Zaumunthu Za digito', 'expert_persona': 'Zaumunthu Za digito', 'contextual': 'Zaumunthu Za digito', 'native_rationale': 'Zaumunthu Za digito'}",True,Digital Humanities,ny,Chichewa; Chewa; Nyanja,African (Niger-Congo),Google Translate,True
5,5,1.0,Digital Humans,"{'minimal': 'Digital Humans', 'comparative': 'Digital Humans', 'expert_persona': 'Digital Humans', 'contextual': 'Digital Humans', 'native_rationale': 'Digital Humans'}",True,Digital Humanities,ny,Chichewa; Chewa; Nyanja,African (Niger-Congo),EasyNMT,True
5,5,1.0,Digital Humanities,"{'minimal': 'Digital Humanities', 'comparative': 'Digital Humanities', 'expert_persona': 'Digital Humanities', 'contextual': 'Digital Humanities', 'native_rationale': 'Digital Humanities'}",True,Digital Humanities,ny,Chichewa; Chewa; Nyanja,African (Niger-Congo),Lingvanex,True
5,1,0.2,Sayansi ya Makompyuta ndi Anthu,"{'minimal': 'Sayansi ya Makompyuta ndi Anthu', 'comparative': 'Sayansi Yaumunthu Yakompyuta', 'expert_persona': 'Sayansi Yachidziidzo Yamakompyuta', 'contextual': 'Makupeka Zaukatswiri pa Intaneti', 'native_rationale': 'Zaukadaulo Wachikhalidwe Chomwe Anthu Amawerenga'}",False,Digital Humanities,ny,Chichewa; Chewa; Nyanja,African (Niger-Congo),OpenAI,False
5,1,0.2,Zadigito za Umanista,"{'minimal': 'Zadigito za Umanista', 'comparative': 'Sayansi ya Umunthu Zadijito', 'expert_persona': 'Sayansi ya Chikhalidwe ndi Ukadaulo wa Digito', 'contextual': 'Maphunziro a Chikhalidwe cha Digito', 'native_rationale': 'Sayansi ya Chikhalidwe pa Digito'}",False,Digital Humanities,ny,Chichewa; Chewa; Nyanja,African (Niger-Congo),Claude,False
5,4,0.8,Umoyo wa Anthu wa Digito,"{'minimal': 'Maphunziro a Digito ndi Anthu', 'comparative': 'Umoyo wa Anthu wa Digito', 'expert_persona': 'Umoyo wa Anthu wa Digito', 'contextual': 'Umoyo wa Anthu wa Digito', 'native_rationale': 'Umoyo wa Anthu wa Digito'}",True,Digital Humanities,ny,Chichewa; Chewa; Nyanja,African (Niger-Congo),Gemini,False
1,1,1.0,Munthu wa Digital,{'comparative': 'Munthu wa Digital'},True,Digital Humanities,ny,Chichewa; Chewa; Nyanja,African (Niger-Congo),First Ollama,False
3,1,0.3333,Nkhuzi za Digital,"{'minimal': 'Nkhuzi za Digital', 'comparative': 'Munthu wa Digital', 'expert_persona': 'Makala dha Digital'}",False,Digital Humanities,ny,Chichewa; Chewa; Nyanja,African (Niger-Congo),Second Ollama,False
